variable,same_day_correlation
broker_return,0.7596623952993805
sz_return,0.5868862226405878
sh_return,0.5790612927547706
hs300_return,0.5670413530732394
cyb_return,0.5447504202413723
stock_turnover_change,0.3875594654155442
stock_volume_change,0.3871173680745497
market_amount_change,0.31667321156668854
