date,open,high,low,close,volume,amount
2016-09-08,2211.394,2223.469,2207.116,2223.469,3859093060,8580573787025.141
2016-09-09,2223.584,2228.538,2202.968,2202.968,3896875186,8584691334752.048
2016-09-12,2163.451,2179.982,2145.031,2145.563,4190537555,8991062328118.465
2016-09-13,2157.945,2165.577,2139.34,2145.868,3086031632,6622216526096.576
2016-09-14,2137.396,2156.976,2131.715,2144.558,2903231080,6226147438462.64
2016-09-19,2149.372,2174.403,2149.372,2165.213,2684405011,5812308627082.344
2016-09-20,2164.42,2167.641,2153.94,2158.432,2884435568,6225858031909.375
2016-09-21,2158.062,2170.085,2157.381,2162.132,2704959713,5848479954188.116
2016-09-22,2174.299,2178.532,2166.615,2168.423,2836232374,6150151513126.201
2016-09-23,2171.63,2173.494,2156.036,2156.51,3009824922,6490717542542.221
2016-09-26,2154.399,2161.764,2122.9,2122.9,3240134730,6878482018317.0
2016-09-27,2118.949,2140.803,2112.702,2140.803,2816671651,6029939120475.753
2016-09-28,2143.725,2143.725,2132.547,2139.629,2417572641,5172708532290.188
2016-09-29,2141.336,2155.416,2140.979,2146.184,2553839093,5481008599971.112
2016-09-30,2144.473,2154.4,2143.343,2149.901,2314288394,4975490932548.993
2016-10-10,2165.853,2208.469,2163.406,2208.469,3621060440,7996999728866.36
2016-10-11,2207.435,2210.862,2201.311,2210.862,3361819679,7432519379153.298
2016-10-12,2202.363,2216.522,2198.89,2209.685,3220592459,7116494847765.415
2016-10-13,2211.756,2216.092,2200.524,2208.567,3288002317,7261773413249.739
2016-10-14,2203.874,2203.874,2178.914,2194.227,3246701757,7124000656156.839
2016-10-17,2199.182,2200.472,2160.006,2167.863,3475516042,7534442633358.245
2016-10-18,2164.601,2198.142,2164.601,2198.142,3383074760,7436478719095.919
2016-10-19,2200.532,2201.162,2180.469,2184.911,3570303497,7800795383933.768
2016-10-20,2187.406,2199.065,2184.351,2193.256,3919318585,8596069002462.76
2016-10-21,2196.846,2202.488,2167.83,2180.997,4161651579,9076549608844.262
2016-10-24,2184.11,2204.358,2176.924,2200.804,3752569762,8258670542488.648
2016-10-25,2202.792,2207.807,2196.568,2200.208,3401090312,7483106113184.896
2016-10-26,2203.479,2204.842,2179.756,2184.493,3992738875,8722110123265.375
2016-10-27,2182.905,2184.317,2171.243,2182.478,3205825640,6996643931135.92
2016-10-28,2182.56,2192.903,2165.03,2165.433,3752083060,8124884476864.9795
2016-10-31,2158.565,2162.672,2145.574,2159.76,3172436989,6851702511362.641
2016-11-01,2160.39,2177.834,2159.707,2176.447,3487239941,7589792907869.627
2016-11-02,2170.811,2171.662,2145.074,2146.399,3899266173,8369381014461.026
2016-11-03,2137.131,2167.931,2135.284,2153.185,4386686684,9445347967688.54
2016-11-04,2151.925,2168.341,2142.41,2145.229,4027507169,8639925176646.7
2016-11-07,2141.299,2145.822,2126.952,2130.301,3511362313,7480258646746.213
2016-11-08,2138.454,2154.571,2136.246,2150.302,3376485768,7260464099901.937
2016-11-09,2150.623,2154.854,2098.56,2123.844,4186202229,8890840486848.275
2016-11-10,2143.564,2149.088,2138.939,2143.321,3757529883,8053592706361.442
2016-11-11,2143.582,2147.107,2125.494,2147.107,4412477827,9474062029696.488
2016-11-14,2146.83,2175.253,2146.83,2161.686,4655886639,10064564965113.355
2016-11-15,2161.573,2179.3,2152.375,2179.3,4322967805,9421043737436.5
2016-11-16,2187.504,2208.98,2182.116,2182.467,5165909202,11274426358361.334
