datetime,open,high,low,close,volume,amount
2026-05-06 14:55:00,84.03135847457628,84.10967288135593,83.99576101694916,83.99576101694916,93329,11014632.3899
2026-05-06 15:00:00,83.99576101694916,84.01,83.93880508474577,84.01,105826,12485926.6884
2026-05-07 09:35:00,84.72823656092105,85.39039840967448,84.08743477180484,84.41495568624202,646397,77064460.8171
2026-05-07 09:40:00,84.47903586515365,85.00591733620475,84.13727491095833,84.22983516938622,280193,33251828.6796
2026-05-07 09:45:00,84.36511554708854,84.52887600430712,84.09455479168392,84.09455479168392,111655,13218909.426
2026-05-07 09:50:00,84.05895469228857,84.42207570612108,84.0304746127723,84.20847510974902,150491,17798186.2359
2026-05-07 09:55:00,84.17287501035368,84.65703636213037,84.13727491095833,84.4434357657583,103817,12300843.0371
2026-05-07 10:00:00,84.4434357657583,84.90623705789778,84.32951544769318,84.71399652116291,176568,20974878.4417
2026-05-07 10:05:00,84.72111654104198,84.72823656092105,84.45767580551643,84.55735608382341,96540,11468673.5054
2026-05-07 10:10:00,84.52887600430712,84.71399652116291,84.43631574587923,84.57871614346061,83582,9926867.5791
2026-05-07 10:15:00,84.57871614346061,84.94183715729312,84.50039592479085,84.74247660067918,216305,25748459.025
2026-05-07 10:20:00,84.74959662055826,85.70367928435351,84.74959662055826,85.07711753499544,239743,28651139.2218
2026-05-07 10:25:00,85.09847759463264,85.09847759463264,84.3722355669676,84.51463596454899,115334,13719042.2475
2026-05-07 10:30:00,84.50751594466992,84.57871614346061,84.42919572600016,84.57159612358154,96838,11491646.5388
2026-05-07 10:35:00,84.57871614346061,84.58583616333968,84.33663546757226,84.40071564648389,53240,6318147.6817
2026-05-07 10:40:00,84.41495568624202,84.55023606394433,84.3508755073304,84.4861558850327,36200,4291674.5475
2026-05-07 10:45:00,84.4861558850327,84.4861558850327,84.30103536817691,84.40783566636294,39125,4636533.2737
2026-05-07 10:50:00,84.40783566636294,84.63567630249317,84.40783566636294,84.58583616333968,32023,3801550.4662
2026-05-07 10:55:00,84.55023606394433,84.64279632237222,84.3722355669676,84.4434357657583,46168,5477583.1084
2026-05-07 11:00:00,84.42207570612108,84.47903586515365,84.31527540793505,84.36511554708854,32346,3834969.2267
2026-05-07 11:05:00,84.35799552720947,84.36511554708854,84.0518346724095,84.22271514950717,58887,6962895.7728
2026-05-07 11:10:00,84.17287501035368,84.22983516938622,84.05895469228857,84.08031475192578,43058,5088278.1921
2026-05-07 11:15:00,84.0731947320467,84.15151495071646,84.02335459289323,84.04471465253043,40706,4805362.4951
2026-05-07 11:20:00,84.0731947320467,84.41495568624202,84.0731947320467,84.41495568624202,32178,3807169.7308
2026-05-07 11:25:00,84.34375548745132,84.34375548745132,84.12303487120019,84.20847510974902,18422,2178822.5468
2026-05-07 11:30:00,84.20135508986995,84.40783566636294,84.14439493083741,84.30815538805598,22043,2608865.5662
2026-05-07 13:05:00,84.3722355669676,84.41495568624202,84.05895469228857,84.15863497059554,101064,11955207.3063
2026-05-07 13:10:00,84.15863497059554,84.22983516938622,84.01623457301416,84.10167481156299,40718,4809219.3152
2026-05-07 13:15:00,84.10167481156299,84.30815538805598,84.10167481156299,84.17287501035368,56237,6646435.7964
2026-05-07 13:20:00,84.17287501035368,84.41495568624202,84.13015489107926,84.41495568624202,44715,5289076.3714
2026-05-07 13:25:00,84.41495568624202,84.49327590491178,84.2583152489025,84.47191584527457,52924,6270522.7761
2026-05-07 13:30:00,84.50039592479085,84.55735608382341,84.35799552720947,84.37935558684667,17775,2108263.1249
2026-05-07 13:35:00,84.42919572600016,84.57159612358154,84.3722355669676,84.54311604406526,33210,3941119.2133
2026-05-07 13:40:00,84.57159612358154,84.68551644164664,84.4434357657583,84.4434357657583,48787,5794886.6624
2026-05-07 13:45:00,84.4434357657583,84.50751594466992,84.3722355669676,84.47903586515365,36069,4277077.2264
2026-05-07 13:50:00,84.50751594466992,85.0842375548745,84.50751594466992,85.06999751511637,103576,12344811.3176
2026-05-07 13:55:00,85.06999751511637,85.14831773378613,84.82079681934894,84.8777569783815,86108,10280198.1522
2026-05-07 14:00:00,84.84215687898616,85.22663795245589,84.79231673983267,85.04863745547917,79538,9504626.7327
2026-05-07 14:05:00,85.05575747535822,85.36191833015819,85.05575747535822,85.22663795245589,86592,10366490.2017
2026-05-07 14:10:00,85.22663795245589,85.27647809160936,85.07711753499544,85.07711753499544,46189,5525680.9146
2026-05-07 14:15:00,85.07711753499544,85.09847759463264,84.94895717717219,85.01303735608381,28651,3421017.1347
2026-05-07 14:20:00,85.02015737596288,85.0628774952373,84.87063695850243,84.97031723680941,32560,3885872.0724
2026-05-07 14:25:00,84.97031723680941,85.04151743560008,84.94895717717219,85.03439741572103,26821,3202388.5859
2026-05-07 14:30:00,85.04151743560008,85.14831773378613,85.02727739584195,85.14831773378613,30349,3626449.2175
2026-05-07 14:35:00,85.12695767414893,85.34767829040005,85.12695767414893,85.28359811148843,100657,12050514.8986
2026-05-07 14:40:00,85.28359811148843,85.31919821088378,85.15543775366518,85.1767978133024,64463,7714168.0486
2026-05-07 14:45:00,85.1767978133024,85.22663795245589,85.04863745547917,85.21239791269775,56316,6732516.4939
2026-05-07 14:50:00,85.20527789281867,85.37615836991633,85.14831773378613,85.37615836991633,116507,13954279.958
2026-05-07 14:55:00,85.39751842955354,85.62535906568375,85.36903835003727,85.59687898616747,220868,26522660.1562
2026-05-07 15:00:00,85.5897589662884,85.96,85.44735856870703,85.96,271319,32703362.6562
2026-05-08 09:35:00,84.86335985260865,85.65368059626496,83.80247885436731,84.61415961812244,400073,47415615.5259
2026-05-08 09:40:00,84.62839963152165,85.08408006029646,84.51447952432795,84.69247969181811,110582,13153491.9874
2026-05-08 09:45:00,84.6782396784189,85.07696005359685,84.55719956452559,84.86335985260865,188121,22381583.79
2026-05-08 09:50:00,84.82063981241102,85.26208022778661,84.82063981241102,84.98439996650197,148060,17689699.0676
2026-05-08 09:55:00,85.11256008709489,85.11256008709489,84.53583954442676,84.53583954442676,150448,17897945.6924
2026-05-08 10:00:00,84.53583954442676,85.38312034167993,84.51447952432795,85.34040030148229,114643,13667906.4209
2026-05-08 10:05:00,85.3475203081819,85.3546403148815,84.72807972531614,84.87759986600787,129542,15457335.5871
2026-05-08 10:10:00,84.87759986600787,84.99151997320158,84.70671970521732,84.71383971191693,58874,7012063.5735
2026-05-08 10:15:00,84.72095971861653,84.72095971861653,84.48599949752952,84.48599949752952,95507,11346911.4167
2026-05-08 10:20:00,84.48599949752952,84.64975965162047,84.48599949752952,84.52159953102755,49926,5927857.8014
2026-05-08 10:25:00,84.52159953102755,84.52159953102755,84.2367992630433,84.38631940373503,94527,11202672.9874
2026-05-08 10:30:00,84.38631940373503,84.40767942383386,84.05167908885353,84.17271920274683,92948,10991623.22
2026-05-08 10:35:00,84.17271920274683,84.3435993635374,84.02319906205511,84.28663930994054,48871,5779287.4972
2026-05-08 10:40:00,84.28663930994054,84.42903944393267,84.16559919604722,84.33647935683778,26756,3167722.8157
2026-05-08 10:45:00,84.33647935683778,84.48599949752952,84.22967925634369,84.3435993635374,31418,3721943.8196
2026-05-08 10:50:00,84.3435993635374,84.47887949082993,84.2439192697429,84.47887949082993,18970,2246366.1151
2026-05-08 10:55:00,84.47887949082993,84.48599949752952,84.08727912235156,84.09439912905117,146698,17341816.0141
2026-05-08 11:00:00,84.09439912905117,84.10863914245037,83.87367892136336,83.88079892806297,99267,11709658.0931
2026-05-08 11:05:00,83.93063897496022,83.93063897496022,83.37527845239092,83.53191859978226,271916,31890663.4267
2026-05-08 11:10:00,83.51767858638306,84.0160790553555,83.43223850598778,83.69567875387321,68881,8080805.9038
2026-05-08 11:15:00,83.69567875387321,83.88079892806297,83.69567875387321,83.85943890796416,61413,7227551.1644
2026-05-08 11:20:00,83.80247885436731,83.85231890126455,83.38239845909052,83.41799849258855,51115,5998611.1576
2026-05-08 11:25:00,83.41799849258855,83.5817586466795,83.41799849258855,83.44647851938699,41975,4920727.5328
2026-05-08 11:30:00,83.44647851938699,83.51767858638306,83.41799849258855,83.51767858638306,25092,2940958.0628
2026-05-08 13:05:00,83.50343857298384,83.95199899505904,83.44647851938699,83.86655891466377,52767,6201356.4974
2026-05-08 13:10:00,83.85231890126455,84.15847918934763,83.83095888116573,83.83095888116573,45062,5312952.4013
2026-05-08 13:15:00,83.84519889456494,84.15847918934763,83.8095988610669,84.14423917594841,69133,8149169.9066
2026-05-08 13:20:00,84.11575914915,84.48599949752952,84.10151913575078,84.26527928984171,68949,8163853.0125
2026-05-08 13:25:00,84.33647935683778,84.59279959802362,84.26527928984171,84.45039946403149,43382,5147312.1559
2026-05-08 13:30:00,84.51447952432795,84.64263964492086,84.27951930324095,84.62127962482204,63128,7486089.8586
2026-05-08 13:35:00,84.62839963152165,84.62839963152165,84.3649593836362,84.3649593836362,27584,3274970.1107
2026-05-08 13:40:00,84.3649593836362,84.44327945733188,84.20831923624488,84.27239929654132,23160,2742916.3717
2026-05-08 13:45:00,84.27239929654132,84.37207939033581,84.27239929654132,84.33647935683778,9637,1141545.5651
2026-05-08 13:50:00,84.33647935683778,84.41479943053346,84.1299991625492,84.37919939703544,29821,3532700.8468
2026-05-08 13:55:00,84.37207939033581,84.57143957792479,84.3649593836362,84.56431957122518,26717,3170879.5607
