date,open,high,low,close,pct_change,volume,amount,turnover
2020-04-27,37.34,42.98,35.72,36.11,,11157282.0,2368067509.0,72.49839584215282
2020-04-28,35.69,35.69,31.39,31.75,-12.074217668235942,6729763.0,1250989627.0,43.72902127040204
2020-04-29,30.7,33.83,30.7,32.07,1.0078740157480226,4248538.0,765860773.0,27.606382062802414
2020-04-30,32.29,34.8,32.07,33.49,4.427814156532595,4344934.0,810082520.0,28.232749252015715
2020-05-06,32.83,36.54,31.75,35.42,5.762914302776956,4926418.0,925879960.0,32.01114771930178
2020-05-07,35.52,37.52,34.44,34.58,-2.371541501976293,4382631.0,873826359.0,28.477698875773694
2020-05-08,35.34,37.66,34.44,36.31,5.002891844997115,4879201.0,981852074.0,31.70433852002915
2020-05-11,37.37,38.49,36.83,37.31,2.754062241806654,4052893.0,849834714.0,26.335109305285126
2020-05-12,36.95,37.45,35.72,36.77,-1.447333154650221,2855666.0,582020666.0,18.555702370969666
2020-05-13,36.24,38.07,36.15,37.49,1.9581180310035418,3198309.0,663547532.0,20.78214675469527
2020-05-14,36.95,37.99,36.05,36.13,-3.627634035742866,3123168.0,643739656.0,20.293891464385748
2020-05-15,36.77,37.47,36.41,37.08,2.6293938555217222,2583059.0,531894876.0,16.784341729969306
2020-05-18,36.51,36.53,33.55,33.69,-9.142394822006473,3227172.0,632192311.0,20.969694331174203
2020-05-19,34.28,34.71,33.76,34.38,2.0480854853072383,1849662.0,353206512.0,12.018834681259115
2020-05-20,34.17,39.37,34.08,39.12,13.787085514834185,4483568.0,918437386.0,29.1335728225933
2020-05-21,38.34,39.11,37.11,37.55,-4.0132924335378295,2805781.0,593248176.0,18.23155689570196
2020-05-22,37.55,38.57,36.29,36.35,-3.1957390146471254,2551464.0,532076718.0,16.579042014802763
2020-05-25,36.08,36.16,34.74,35.16,-3.2737276478679633,1786127.0,351207682.0,11.605993491099076
2020-05-26,35.46,36.93,35.32,36.75,4.522184300341303,1794781.0,362870231.0,11.66222592455536
2020-05-27,36.59,36.7,35.04,35.77,-2.6666666666666616,1851195.0,369143203.0,12.028795892316255
2020-05-28,35.88,40.24,35.61,37.99,6.206318143695833,4069542.0,866777981.0,26.44329208603549
2020-05-29,37.04,39.16,36.78,37.5,-1.2898131087128228,2833478.0,599835435.0,18.411527973751266
2020-06-01,41.45,45.0,40.18,45.0,19.999999999999996,3187965.0,757645904.0,20.71493294701422
2020-06-02,47.71,48.34,44.63,45.53,1.1777777777777887,4469222.0,1160028497.0,29.040354600919642
2020-06-03,45.99,47.77,44.13,44.45,-2.3720623764550752,3687814.0,950712038.0,23.96287905640755
2020-06-04,44.96,47.71,44.96,46.89,5.489313835770515,2818577.0,725057347.0,18.314703442790776
2020-06-05,46.95,52.66,45.55,50.8,8.33866496054596,3789317.0,1023528808.0,24.622430788914272
2020-06-08,49.78,50.37,45.74,45.74,-9.960629921259834,3241620.0,873533044.0,21.063575334014093
2020-06-09,45.92,50.22,45.56,47.71,4.306952339309134,3270659.0,874045752.0,21.2522665328975
2020-06-10,46.82,49.68,46.41,48.7,2.075036679941311,2197905.0,588802212.0,14.281667050581573
2020-06-11,47.71,53.45,47.71,49.67,1.9917864476385994,3406312.0,957277536.0,22.13371999899933
2020-06-12,48.49,52.38,48.18,50.61,1.8924904368834206,3100320.0,870250053.0,20.145428483150578
2020-06-15,50.21,52.46,47.65,47.75,-5.651057103339263,3668941.0,1023489781.0,23.840245047091578
2020-06-16,48.97,49.28,46.1,47.53,-0.46073298429318843,2811705.0,742323930.0,18.27005018617978
2020-06-17,47.18,47.36,45.3,46.6,-1.9566589522406863,2392599.0,615247588.0,15.546760348401968
2020-06-18,46.8,48.57,45.88,47.18,1.244635193133048,2674588.0,705907241.0,17.3790838609862
2020-06-19,47.06,50.94,46.91,49.92,5.807545570156858,3777825.0,1035134953.0,24.547757444185866
2020-06-22,50.03,54.18,49.23,50.23,0.6209935897435903,3870985.0,1110466233.0,25.153097576007845
2020-06-23,49.53,50.76,48.97,50.05,-0.358351582719485,2829236.0,787247503.0,18.383964074661648
2020-06-24,50.05,51.01,48.19,49.02,-2.0579420579420415,2384354.0,654459760.0,15.493185537465168
2020-06-29,49.51,50.14,47.89,48.37,-1.3259893920848698,1884550.0,516188683.0,12.245531831527526
2020-06-30,48.97,52.92,48.72,50.94,5.313210667769286,3386830.0,952194784.0,21.260309366524595
2020-07-01,50.23,50.76,48.66,49.87,-2.1005104043973266,2580216.0,714014197.0,16.196912863195564
