date,open,high,low,close,pct_change,volume,amount,turnover,sh_close,sz_close,cyb_close,hs300_close,broker_close,market_amount
2020-04-27,37.15,42.99,35.46,35.87,,11157282.0,400211705.34,,2815.495,10452.171,2018.666,3822.769,690.334,394018252466695.4
2020-04-28,35.44,35.44,30.98,31.35,-12.6010593810984,6729763.0,210978070.05,,2810.024,10501.147,2030.724,3849.147,698.875,475309081006051.5
2020-04-29,30.26,33.5,30.26,31.68,1.0526315789473717,4248538.0,134593683.84,,2822.442,10514.173,2030.477,3867.032,700.771,362185706978825.6
2020-04-30,31.91,34.51,31.68,33.15,4.640151515151514,4344934.0,144034562.1,,2860.082,10721.779,2069.432,3912.577,716.765,442572038603032.5
2020-05-06,32.46,36.32,31.35,35.15,6.03318250377074,4926418.0,173163592.7,100.0,2878.14,10883.219,2110.267,3936.254,718.629,452993854023809.8
2020-05-07,35.25,37.33,34.14,34.28,-2.4751066856329995,4382631.0,150236590.68,94.1585117878314,2871.523,10863.285,2106.842,3924.895,713.751,440846134974353.8
2020-05-08,35.07,37.47,34.14,36.08,5.250875145857625,4879201.0,176041572.07999998,100.0,2895.344,11001.579,2125.243,3963.622,726.893,455511424682820.0
2020-05-11,37.18,38.33,36.61,37.11,2.8547671840354782,4052893.0,150402859.23,87.5181713509811,2894.802,10969.282,2102.825,3960.18,721.448,448355130951571.4
2020-05-12,36.74,37.26,35.46,36.55,-1.5090272163837293,2855666.0,104374592.3,65.15871402360818,2891.556,11015.559,2124.15,3960.238,718.915,397683281693319.2
2020-05-13,36.0,37.9,35.91,37.3,2.0519835841313228,3198309.0,119296925.7,73.2921267272143,2898.05,11074.593,2140.681,3968.253,720.516,384581331072444.1
2020-05-14,36.74,37.82,35.81,35.89,-3.780160857908843,3123168.0,112090499.52,71.88067758911873,2870.342,10962.147,2117.647,3925.218,710.333,413083026686412.4
2020-05-15,36.55,37.28,36.18,36.87,2.7305656171635384,2583059.0,95237385.33,60.11677235929784,2868.459,10964.892,2124.311,3912.816,711.132,401954818860665.1
2020-05-18,36.28,36.31,33.21,33.36,-9.519934906427984,3227172.0,107658457.92,75.95958892211863,2875.418,10921.146,2114.858,3922.912,707.462,460422660348771.3
2020-05-19,33.97,34.42,33.44,34.07,2.1282973621103096,1849662.0,63017984.34,44.5624856726509,2898.576,11052.848,2144.121,3956.25,711.701,399930537886117.8
2020-05-20,33.86,39.25,33.77,38.99,14.440857058996182,4483568.0,174814316.32000002,105.5320206621666,2883.738,10948.478,2118.119,3935.222,707.611,438866007479461.4
2020-05-21,38.18,38.98,36.91,37.37,-4.154911515773286,2805781.0,104852035.97,67.5975262578223,2867.924,10845.396,2099.432,3913.795,700.795,406779726412071.75
2020-05-22,37.37,38.41,36.05,36.11,-3.371688520203364,2551464.0,92133365.04,62.95414164647328,2813.765,10604.966,2046.596,3824.064,682.714,376676567890598.2
2020-05-25,35.83,35.92,34.45,34.88,-3.4062586541124262,1786127.0,62300109.760000005,49.06898496098592,2817.97,10592.845,2052.302,3829.325,680.945,304628559823461.0
2020-05-26,35.19,36.72,35.05,36.53,4.730504587155959,1794781.0,65563349.93,55.614668198658144,2846.547,10815.431,2112.973,3872.77,688.958,342641313037406.6
2020-05-27,36.37,36.48,34.76,35.51,-2.7922255680262853,1851195.0,65735934.45,57.62043339634807,2836.804,10682.697,2071.473,3845.614,681.014,369673353936054.3
2020-05-28,35.62,40.15,35.35,37.82,6.505209800056333,4069542.0,153910078.44,126.10242032342867,2846.222,10653.492,2054.964,3856.632,690.435,375542566940053.1
2020-05-29,36.83,39.03,36.56,37.31,-1.3484928609201474,2833478.0,105717064.18,88.19504718790702,2852.351,10746.076,2086.666,3867.023,685.123,375911023109711.8
2020-06-01,41.4,45.08,40.09,45.08,20.825515947467157,3187965.0,143713462.2,99.67657909226408,2915.431,11102.15,2158.223,3971.34,715.557,509155532894985.3
2020-06-02,47.9,48.54,44.7,45.63,1.2200532386867913,4469222.0,203930599.86,139.10933671736015,2921.398,11112.496,2145.286,3983.568,713.153,541000010962366.3
2020-06-03,46.11,47.96,44.18,44.51,-2.4545255314486147,3687814.0,164144601.14,114.27385958975846,2923.371,11108.359,2143.117,3983.648,705.639,540174658731861.94
2020-06-04,45.04,47.89,45.04,47.04,5.684115929004729,2818577.0,132585862.08,87.73123755248828,2919.251,11139.257,2151.385,3982.185,702.879,465841971833552.9
2020-06-05,47.1,53.02,45.65,51.1,8.630952380952394,3789317.0,193634098.7,117.41912113764002,2930.799,11180.598,2166.375,4001.251,709.84,446633897873879.8
2020-06-08,50.03,50.65,45.85,45.85,-10.273972602739722,3241620.0,148628277.0,100.22334927448586,2937.771,11215.76,2153.564,4021.955,706.506,468536146393575.2
2020-06-09,46.04,50.49,45.67,47.9,4.47110141766629,3270659.0,156664566.1,100.8958175233371,2956.112,11284.242,2181.589,4047.029,714.238,434154340184975.1
2020-06-10,46.97,49.94,46.55,48.92,2.129436325678502,2197905.0,107521512.6,67.95410951534691,2943.753,11335.862,2201.988,4039.705,707.891,423219407370024.0
2020-06-11,47.89,53.85,47.89,49.92,2.044153720359776,3406312.0,170043095.04,105.08054614667974,2920.897,11243.617,2195.638,3995.885,703.863,469501837537615.6
2020-06-12,48.7,52.73,48.38,50.9,1.963141025641013,3100320.0,157806288.0,95.85468198699232,2919.741,11251.708,2206.764,4003.083,701.225,467960680808328.2
2020-06-15,50.48,52.82,47.83,47.93,-5.834970530451866,3668941.0,175852342.13,113.18232858879202,2890.031,11192.273,2219.55,3954.988,700.523,505920419837288.0
2020-06-16,49.2,49.52,46.22,47.71,-0.4590027122887474,2811705.0,134146445.55,86.9313776049686,2931.749,11398.966,2260.458,4014.57,708.229,474657718679639.6
2020-06-17,47.34,47.52,45.39,46.75,-2.012156780549157,2392599.0,111854003.25,74.1391844004596,2935.873,11420.837,2263.961,4017.594,705.813,506035999833038.6
2020-06-18,46.94,48.78,45.99,47.34,1.262032085561504,2674588.0,126614995.92,83.24942521812764,2939.315,11494.555,2266.032,4044.384,713.615,511809905810447.2
2020-06-19,47.22,51.24,47.06,50.18,5.999155048584703,3777825.0,189571258.5,117.06301988242338,2967.634,11668.133,2319.449,4098.71,738.451,497657247670355.9
2020-06-22,50.3,54.6,49.47,50.5,0.6377042646472653,3870985.0,195484742.5,119.68185095455226,2965.272,11702.441,2342.88,4102.046,757.438,518766226879785.7
2020-06-23,49.77,51.06,49.2,50.31,-0.3762376237623765,2829236.0,142338863.16,87.66920387261663,2970.62,11794.01,2382.047,4121.794,765.059,476603726283130.3
2020-06-24,50.31,51.32,48.39,49.25,-2.106936990657926,2384354.0,117429434.5,74.21558012544119,2979.551,11813.528,2382.473,4138.99,764.032,440060158113444.06
2020-06-29,49.76,50.42,48.08,48.57,-1.3807106598984764,1884550.0,91532593.5,58.92332479444606,2961.516,11752.359,2372.536,4109.716,740.241,447529488146949.6
2020-06-30,49.2,53.29,48.94,51.24,5.4972205064854895,3386830.0,173541169.20000002,105.41872273842225,2984.674,11992.347,2438.197,4163.964,765.851,455479033692754.9
2020-07-01,50.5,51.06,48.88,50.13,-2.1662763466042123,2580216.0,129346228.08,80.67438136840437,3025.981,12112.965,2419.629,4247.784,780.898,559915657819023.2
2020-07-02,49.76,59.61,49.35,56.43,12.5673249551167,5158892.0,291116275.56,160.57605648510983,3090.569,12269.488,2424.393,4335.845,836.508,706096185686070.8
2020-07-03,56.67,60.17,54.05,58.53,3.721424774056348,5005042.0,292945108.26,155.09064902645412,3152.813,12433.265,2462.563,4419.596,900.94,782316497799169.5
2020-07-06,61.47,70.0,59.61,69.21,18.247052793439256,4362044.0,301897065.23999995,134.86425286204906,3332.881,12941.721,2529.487,4670.095,987.567,1109727556966469.2
2020-07-07,70.95,72.81,67.33,68.54,-0.9680681982372265,3650163.0,250182172.02,112.60305032668852,3345.337,13163.979,2591.263,4698.126,963.468,1213311649752916.8
2020-07-08,67.61,78.02,66.86,75.94,10.796615115261154,3475775.0,263950353.5,106.74527304496628,3403.44,13406.372,2651.969,4774.004,1026.573,1097391277316718.0
2020-07-09,73.18,77.46,72.07,73.74,-2.897023966289181,3218658.0,237343840.92,99.29165047106076,3450.594,13754.744,2757.653,4840.771,1031.942,1257963874339072.8
2020-07-10,71.57,73.37,67.93,68.72,-6.807702739354482,2890786.0,198654813.92,89.37637815530319,3383.322,13671.244,2778.457,4753.133,1005.514,1140620396977330.5
2020-07-13,67.82,71.99,65.37,69.28,0.8149010477299212,2690097.0,186369920.16,83.35772000996539,3443.286,14149.144,2889.427,4852.961,1023.816,1194442798589841.8
2020-07-14,68.03,71.69,67.79,70.76,2.136258660508084,2237555.0,158329391.8,69.42643538535766,3414.619,13996.464,2858.672,4806.69,1026.592,1214932870691098.5
2020-07-15,70.76,71.69,61.66,62.21,-12.083097795364615,2561648.0,159360122.08,79.58745539289977,3361.304,13734.129,2813.061,4744.469,996.405,1086854353800750.2
2020-07-16,62.77,65.17,57.57,57.66,-7.313936666130849,2605620.0,150240049.2,81.21032880486997,3210.099,12996.34,2646.26,4516.253,940.407,964094103984990.4
