date,open,high,low,close,pct_change,volume,amount,turnover,sh_close,sz_close,cyb_close,hs300_close,broker_close,market_amount,stock_return,sh_return,sz_return,cyb_return,hs300_return,broker_return,market_amount_change,stock_volume_change,stock_turnover_change,atr20,volatility20,broker_trend20,market_trend20,amount_trend5,theoretical_return,theoretical_price,deviation_pct,deviation_level,buy_signal,strong_buy_signal,sell_signal,strong_sell_signal,band_pct,buy_zone_1,sell_zone_1,buy_zone_2,sell_zone_2,buy_zone_3,sell_zone_3,stop_loss_price,risk_level,volume_filter_ok
2021-05-20,29.38,30.66,28.95,30.27,3.0292716133424102,1020780.0,30899010.6,238.12584198893092,3506.944,14535.098,3143.616,5186.412,810.109,642647988874237.0,0.030292716133424102,-0.001145269178131958,0.003496369038393121,0.009275942266473658,0.002733808276131011,0.013644826602469573,0.10718339469182503,0.34928681233997727,0.34928681233997727,1.3720000000000003,0.03826465927637158,0.042173666322624204,0.0176069193343249,0.036176547910793166,0.021606618622160956,30.014802455119085,0.008502389621338091,合理,False,False,False,False,0.04783082409546447,28.938077902750898,31.091527007487272,28.22026153450544,31.80934337573273,27.50244516625998,32.52715974397819,27.525999999999996,低,True
2021-05-21,30.27,30.34,28.99,29.04,-4.063429137760155,729525.0,21185406.0,170.18236532551074,3486.557,14417.457,3113.259,5134.148,795.486,580214009128523.5,-0.04063429137760155,-0.005813323509015311,-0.008093581481184331,-0.009656713797104977,-0.01007710147207741,-0.018050657380673574,-0.09715113223194338,-0.2853259272321166,-0.28532592723211647,1.3695000000000002,0.03856754634826013,0.022511852605568095,0.00685078077909429,-0.03443023444584026,-0.026447338202099047,29.46943907262246,-0.014572353127054183,合理,False,False,False,False,0.04820943293532516,28.40391036266253,30.53496778258239,27.69355788935591,31.245320255889016,26.983205416049284,31.955672729195634,26.301,低,True
2021-05-24,29.04,30.7,29.04,30.16,3.85674931129476,963312.0,29053489.92,224.71980357965583,3497.282,14506.607,3139.686,5155.588,810.642,604432445481227.6,0.038567493112947604,0.0030761005771597905,0.006183476045740877,0.008488532434982154,0.00417596064624548,0.019052503752423178,0.041740523275334285,0.3204646859257736,0.3204646859257738,1.3965,0.03930869990408915,0.039952985168545174,0.010492131844363817,0.019955501344831372,0.03138424558458541,29.95139849177636,0.006964666717679924,合理,False,False,False,False,0.04913587488011144,28.847632365194148,31.05516461835857,28.111788280806007,31.791008702746716,27.375944196417866,32.52685278713485,27.367,低,True
2021-05-25,29.91,32.84,29.8,32.11,6.465517241379315,1570311.0,50422686.21,366.3195096489745,3581.342,14846.453,3227.355,5318.478,845.899,677259361620856.4,0.06465517241379315,0.024035808379192725,0.023426980547553322,0.027922855979865435,0.031594844273824974,0.043492688511081345,0.1204880986851169,0.6301167223080373,0.6301167223080371,1.5155000000000003,0.04127070330392968,0.08080886098212159,0.04008194358160355,0.0976690765564896,0.0522080177580245,31.734593815582016,0.011829556937125618,合理,False,False,False,False,0.0515883791299121,30.50674162261301,32.96244600855103,29.688173493967007,33.781014137197026,28.869605365321,34.59958226584303,29.079,低,True
2021-05-26,32.39,33.04,31.27,31.45,-2.055434444098414,1216951.0,38273108.95,283.88828301325606,3593.357,14793.681,3196.848,5320.593,844.597,696121008624138.2,-0.02055434444098414,0.003354887637092352,-0.003554519049095317,-0.00945263226388171,0.00039767016052327797,-0.0015391908490257622,0.027849961288303415,-0.22502548858156124,-0.22502548858156124,1.5570000000000002,0.041444047039174585,0.07486726532039678,0.038615348194320775,0.08745975323421629,-0.006715648820669983,31.894360516368288,-0.013932259784303902,合理,False,False,False,False,0.05180505879896823,30.655143599938825,33.13357743279775,29.82899898898585,33.95972204375072,29.002854378032875,34.7858666547037,28.336,低,True
2021-05-27,31.26,31.94,30.94,31.46,0.0317965023847399,878178.0,27627479.88,204.859887209933,3608.851,14897.188,3226.108,5338.233,845.778,679456565645018.9,0.00031796502384739966,0.004311845441463236,0.006996703524971171,0.00915276547399202,0.003315419916539497,0.0013983000176416294,-0.02393900309381003,-0.27837850496856487,-0.27837850496856487,1.546,0.041255833643086263,0.07099495968405689,0.03941099006088633,0.04935915291310944,0.007421957268236288,31.683420556086034,-0.007051655161112835,合理,False,False,False,False,0.05156979205385783,30.457989998861823,32.90885111331024,29.641036294045684,33.725804818126385,28.824082589229544,34.54275852294253,28.368000000000002,低,True
2021-05-28,31.44,32.46,30.9,31.27,-0.6039415130324244,1025011.0,32052093.97,237.1922752511608,3600.784,14852.878,3232.291,5321.089,858.463,728857761011592.1,-0.006039415130324244,-0.002235337507699775,-0.0029743868440137433,0.0019165508408274246,-0.003211549589536511,0.014998025486593347,0.07270692177310245,0.1672018656809895,0.15782683707179213,1.5905000000000002,0.04140244947683529,0.08040545204772087,0.033752393341549336,0.07624098322942996,0.024152868225680982,32.21984923437993,-0.029480250744513103,偏便宜,False,False,False,False,0.05175306184604411,30.969242346807118,33.47045612195274,30.13550442175858,34.30419404700128,29.301766496710034,35.13793197204982,28.143,低,True
2021-05-31,31.09,32.31,30.91,32.17,2.878157978893525,788804.0,25375824.68,182.53288548826956,3615.477,14996.377,3309.069,5331.57,858.964,699141911890400.4,0.028781579788935252,0.004080500246612884,0.00966135990614081,0.0237534306162408,0.001969709583883983,0.000583601156951552,-0.040770436580038205,-0.2304433806076227,-0.2304433806076226,1.6105000000000005,0.041518562490347785,0.07462770221081083,0.033656671784765724,0.004272809192602978,0.01310267649219056,31.679720693910802,0.015476124642204825,合理,False,False,False,False,0.051898203112934735,30.446630259560582,32.91281112826102,29.62456996999377,33.73487141782783,28.80250968042696,34.55693170739465,28.953000000000003,低,True
2021-06-01,31.98,32.18,31.28,31.91,-0.808206403481504,767849.0,24502061.59,177.68380179269155,3624.714,15034.779,3300.159,5341.68,845.601,741753434593432.9,-0.00808206403481504,0.0025548496090557204,0.002560751840261055,-0.002692600244963095,0.0018962519483005646,-0.015557112987273136,0.060948316755629506,-0.026565534657532197,-0.026565534657532308,1.5900000000000003,0.04168370494466025,0.053772162789412326,0.03383777426514678,0.04609908239116245,-0.019410374355114546,31.545568256995967,0.011552549633440545,合理,False,False,False,False,0.05210463118082531,30.31281560743072,32.77832090656121,29.49098050772056,33.60015600627137,28.669145408010397,34.42199110598154,28.729999999999997,低,True
2021-06-02,31.87,34.89,31.51,32.4,1.535568787214037,1260391.0,40836668.4,289.8800016099448,3597.138,14857.908,3243.022,5289.974,830.109,738155687725366.9,0.015355687872140367,-0.007607772640820798,-0.011764123702782792,-0.017313408232754846,-0.009679726228452479,-0.018320697350168613,-0.0048503272115456575,0.6414568489377468,0.6314374112062031,1.6950000000000003,0.04142838862494153,0.03089138538825109,0.022183678343919766,0.028827026900896557,-0.0317043984068094,30.89831264683871,0.048600950165961,偏贵,False,False,True,False,0.05485736452257112,29.627062646838713,32.16956264683871,28.77956264683871,33.01706264683871,27.93206264683871,33.86456264683871,29.16,低,True
