date,open,high,low,close,pct_change,volume,amount,turnover,sh_close,sz_close,cyb_close,hs300_close,broker_close,market_amount,stock_return,sh_return,sz_return,cyb_return,hs300_return,broker_return,market_amount_change,stock_volume_change,stock_turnover_change,atr20,volatility20,broker_trend20,market_trend20,amount_trend5,theoretical_return,theoretical_price,deviation_pct,deviation_level,buy_signal,strong_buy_signal,sell_signal,strong_sell_signal,band_pct,buy_zone_1,sell_zone_1,buy_zone_2,sell_zone_2,buy_zone_3,sell_zone_3,stop_loss_price,risk_level,volume_filter_ok,operation_advice
2026-07-02,21.28,21.5,20.7,20.73,-3.356643356643352,575507544.0,12030255815.0,4.309853939087944,4028.904,15498.811,4017.273,4812.296,802.106,1592059268893249.8,-0.03356643356643352,-0.020314192651816554,-0.038485671220747864,-0.057137747343700585,-0.029578882902663084,-0.024748893868523858,-0.054553528502895965,-0.394049526638485,-0.394049526638485,0.9630000000000001,0.04151163224349896,0.059826010665567475,-0.014099881027285655,0.012765730406997688,-0.05779308429474302,20.210338341877762,0.02571266494066804,偏贵,False,False,False,False,0.0518895403043737,19.42380946741084,20.996867216344683,18.899456884432894,21.521219799322633,18.375104301454947,22.045572382300577,18.804000000000002,中,False,轻度偏贵但未达到卖出阈值，避免追涨并继续观察
