event_id,date,symbol,name,event_type,title,actual_price,theoretical_price,deviation_pct,risk_level,advice
300803-20260702-buy_watch,2026-07-02,300803,指南针,buy_watch,买入观察,88.99,92.24199357228561,-0.03525502264581026,中,偏便宜，可进入分批买入观察区
688318-20260702-sell_watch,2026-07-02,688318,财富趋势,sell_watch,卖出观察,80.09,77.54988153128541,0.03275464022069263,中,偏贵，避免追涨，可考虑分批止盈
