date,open,high,low,close,pct_change,volume,amount,turnover,sh_close,sz_close,cyb_close,hs300_close,broker_close,market_amount,stock_return,sh_return,sz_return,cyb_return,hs300_return,broker_return,market_amount_change,stock_volume_change,stock_turnover_change,atr20,volatility20,broker_trend20,market_trend20,amount_trend5,theoretical_return,theoretical_price,deviation_pct,deviation_level,buy_signal,strong_buy_signal,sell_signal,strong_sell_signal,band_pct,buy_zone_1,sell_zone_1,buy_zone_2,sell_zone_2,buy_zone_3,sell_zone_3,stop_loss_price,risk_level,volume_filter_ok
2020-12-02,21.75,23.33,21.54,22.7,4.656523743660657,19015349.0,621724972.0,8.639159337039763,3449.381,13961.575,2682.972,5067.145,951.014,648649195879644.6,0.046565237436606566,-0.0007407433157838872,0.002239709986270988,-0.005733306206579081,9.2755261493771e-06,-0.0011815501728213995,0.04648223144770114,0.3071367048111233,0.3071367048111233,1.489,0.05124111701639015,0.05124413630511593,0.02549871998977893,0.10215336712697853,0.007185248045520322,21.845848030107337,0.03909905299695815,偏贵,False,False,True,False,0.06815940484195908,20.729098030107338,22.962598030107337,19.98459803010734,23.707098030107336,19.240098030107337,24.451598030107338,20.43,低,True
2020-12-03,22.42,22.91,22.03,22.56,-0.6167400881057272,12121870.0,396314903.0,5.507275537928975,3442.136,13970.684,2712.518,5057.06,952.941,624770832030233.2,-0.006167400881057272,-0.00210037685022324,0.000652433554237053,0.011012414590983344,-0.0019902726288669736,0.002026258288521543,-0.03681244654443683,-0.36252182381717,-0.3625218238171699,1.482,0.0508525802709742,0.04983117933857195,0.021680016989143125,0.024467724117893885,0.00975629783117771,22.921467960767735,-0.01576984342304877,合理,False,False,False,False,0.06465554486024121,21.809967960767736,24.032967960767735,21.068967960767736,24.773967960767735,20.327967960767737,25.514967960767738,20.304,低,False
2020-12-04,22.34,22.54,22.15,22.36,-0.886524822695034,7402512.0,240084196.0,3.3631505086942597,3444.581,14026.656,2730.837,5065.916,936.91,535059211392132.3,-0.00886524822695034,0.000710314758045616,0.0040063893793604866,0.006753503571220509,0.0017512151329033276,-0.01682265743629463,-0.14359124344293928,-0.38932590433654213,-0.38932590433654224,1.4679999999999995,0.050812060756138304,0.029833866454539226,0.021609589132604023,-0.12706231776641952,-0.022924861076201706,22.042815134120886,0.01438948990631106,合理,False,False,False,False,0.06659766418526226,20.941815134120887,23.143815134120885,20.20781513412089,23.877815134120887,19.473815134120887,24.611815134120885,20.124,中,False
2020-12-07,22.43,23.24,22.16,22.57,0.939177101967803,8714588.0,287642810.0,3.9592601896843793,3416.604,13973.481,2726.483,5022.235,920.342,529785658084679.0,0.00939177101967803,-0.008122032839407822,-0.003790996228894561,-0.0015943829675663101,-0.00862252749552117,-0.017683662251443577,-0.009856018166162217,0.1772473992612238,0.1772473992612238,1.2849999999999997,0.039017493169119635,0.012167060981024713,0.012383377007373797,-0.10451779310818454,-0.009706553191988012,22.14296147062715,0.01928552013872764,合理,False,False,False,False,0.05803198464236884,21.17921147062715,23.10671147062715,20.53671147062715,23.74921147062715,19.894211470627152,24.39171147062715,20.313000000000002,中,True
2020-12-08,22.45,23.1,22.38,22.67,0.44306601683652413,7378951.0,243838579.0,3.352446143860357,3410.177,13973.892,2746.281,5009.879,921.474,485956510752385.0,0.004430660168365241,-0.001881107672999205,2.941285711122177e-05,0.007261369317175248,-0.002460259227216488,0.0012299775518231915,-0.08272996194489002,-0.15326450315264473,-0.15326450315264473,1.2289999999999999,0.03803088059518138,0.013036882783818093,0.009322934154905704,-0.1396628653973171,0.008028103332050517,22.75119429220438,-0.0035687925284959565,合理,False,False,False,False,0.05401914221360733,21.829444292204382,23.67294429220438,21.21494429220438,24.287444292204384,20.600444292204383,24.901944292204384,20.403000000000002,中,True
2020-12-09,22.79,23.13,21.98,22.02,-2.86722540802824,9130087.0,299027863.0,4.148032011089323,3371.964,13716.53,2697.826,4942.699,890.425,548968184184957.0,-0.0286722540802824,-0.011205576719331645,-0.018417345718716005,-0.01764386091590775,-0.01340950549903508,-0.033694927908980654,0.1296652520099253,0.23731503299046164,0.23731503299046142,1.222,0.03807069500728804,-0.02083423482636715,-0.00459062106956265,0.007450990452148032,-0.04166545497305795,21.725444135760778,0.013558105528179931,合理,False,False,False,False,0.056247411669184184,20.80894413576078,22.64194413576078,20.19794413576078,23.252944135760778,19.586944135760778,23.863944135760775,19.818,低,True
2020-12-10,21.65,22.66,21.65,22.44,1.9073569482289,7112467.0,230037732.0,3.2313756477694513,3373.276,13731.342,2718.545,4940.525,888.138,481780175271035.1,0.019073569482289,0.00038909074948612066,0.0010798649512668845,0.007679887435290578,-0.0004398406619541273,-0.0025684364208101718,-0.12238962265850561,-0.22098584602753513,-0.22098584602753502,1.2259999999999998,0.03858861974947475,-0.0232205869147184,-0.0053495635518922,-0.06687799219048429,-0.0011800421796164659,21.994015471204847,0.020277540014421058,偏贵,False,False,False,False,0.05574243600970054,21.074515471204847,22.913515471204846,20.461515471204848,23.526515471204846,19.848515471204845,24.139515471204845,20.196,低,True
2020-12-11,22.5,22.52,21.74,22.24,-0.891265597147961,5353251.0,171660245.0,2.432118829907747,3347.191,13555.145,2687.781,4889.629,876.386,568643620443736.9,-0.00891265597147961,-0.007732838937578812,-0.012831739242966989,-0.011316347531492021,-0.010301739187636882,-0.01323217788226616,0.1802968441443964,-0.2473425887248405,-0.2473425887248405,1.236,0.0385960626577612,-0.035934137981105674,-0.01592089110314321,0.0872169229223152,-0.008297448164184387,22.2538052631957,-0.0006203551721797318,合理,False,False,False,False,0.05554106299492743,21.326805263195702,23.1808052631957,20.7088052631957,23.798805263195703,20.0908052631957,24.4168052631957,20.016,中,True
2020-12-14,21.99,22.44,21.91,22.15,-0.4046762589928088,5443108.0,175388248.0,2.472943162953035,3369.12,13692.133,2726.601,4934.835,875.024,477658455733418.06,-0.004046762589928088,0.0065514636003742854,0.0101059782097499,0.014443141014837124,0.009245282208527605,-0.001554109718776897,-0.16000384324951933,0.01678550099743137,0.01678550099743137,1.157,0.03746693918417168,-0.03678505060950299,-0.007129161634787495,-0.06816784791193486,-0.008548288972217415,22.049886053257882,0.004540338507886599,合理,False,False,False,False,0.05247192648549096,21.18213605325788,22.917636053257883,20.603636053257883,23.49613605325788,20.02513605325788,24.074636053257883,19.935,中,True
2020-12-15,22.05,22.41,21.34,21.47,-3.069977426636572,7658107.0,244310124.0,3.4792738536168635,3367.233,13763.313,2758.854,4945.1,876.846,466843152160219.9,-0.03069977426636572,-0.0005600869069667391,0.005198605651873356,0.0118290134860215,0.0020801100746024037,0.0020822286017296854,-0.022642336680907094,0.40693644145954844,0.40693644145954844,1.1629999999999998,0.03771894456123928,-0.034162505970078305,-0.005567212840540181,-0.08242397716570649,0.008057310664799446,22.328469431225304,-0.03844730306613753,偏便宜,False,False,False,False,0.05208597049529958,21.456219431225303,23.200719431225302,20.874719431225305,23.782219431225304,20.293219431225307,24.363719431225302,19.323,中,True
2020-12-16,21.02,21.8,21.02,21.54,0.3260363297624691,5648180.0,175566229.0,2.566112616932839,3366.983,13751.091,2760.64,4953.867,867.651,482626461314908.25,0.003260363297624691,-7.42449364210529e-05,-0.00088801293700147,0.0006473702486613497,0.0017728660694424914,-0.010486448019378591,0.033808590918929404,-0.2624574193074085,-0.2624574193074086,0.9940000000000001,0.022454758291504406,-0.04294435488661219,-0.004426802233319038,-0.02600129557762887,-0.017113360201904945,21.1025761564651,0.020728457051481186,偏贵,False,False,False,False,0.04710325377479909,20.3570761564651,21.8480761564651,19.8600761564651,22.3450761564651,19.3630761564651,22.8420761564651,19.552,中,True
2020-12-17,21.4,23.12,21.35,22.86,6.128133704735372,11492357.0,375770368.0,5.221271683267252,3404.873,13889.866,2785.615,5017.478,891.447,552298073373998.56,0.06128133704735372,0.01125339807180481,0.010091926524229855,0.009046815231250616,0.012840675779143718,0.027425773726994063,0.14435928744824955,1.0347009125063296,1.0347009125063296,1.0130000000000003,0.024883645383245594,-0.0165005494519741,0.007451104900616068,0.08375775535683783,0.03471052652347002,22.28766474131554,0.025679462847603585,偏贵,False,False,False,False,0.04545115030028971,21.52791474131554,23.047414741315542,21.021414741315542,23.55391474131554,20.51491474131554,24.060414741315544,20.834,低,True
2020-12-18,22.78,23.06,22.35,22.39,-2.0559930008748895,6351099.0,209206851.0,2.8854666946325254,3394.896,13854.12,2780.73,4999.968,881.71,528844189170202.75,-0.020559930008748895,-0.0029302120813315957,-0.002573530946950786,-0.001753652245554349,-0.0034898010514445854,-0.010922690861038253,-0.04246598953444758,-0.4473632345392682,-0.4473632345392681,1.015,0.024918685658717615,-0.026525848498358262,0.0033643523735815695,0.054200941731534114,-0.009890001152462712,22.6339145736547,-0.010776508538147822,合理,False,False,False,False,0.04484420919311209,21.8726645736547,23.3951645736547,21.365164573654702,23.902664573654697,20.8576645736547,24.410164573654697,20.36,低,False
2020-12-21,22.39,22.88,22.18,22.6,0.937918713711472,6354154.0,208127838.0,2.886854659259136,3420.569,14134.85,2882.443,5046.84,889.206,583196453514247.2,0.00937918713711472,0.007562234601590001,0.02026328630039287,0.03657780510873043,0.00937445999654396,0.00850166154404497,0.10277557257332703,0.0004810191118103102,0.00048101911181053225,0.9710000000000001,0.024888989110737447,-0.016996113170046123,0.012345632455654565,0.11560676987037577,0.027939564871321973,23.015566857468897,-0.01805590364306142,合理,False,False,False,False,0.04218883706029148,22.2873168574689,23.743816857468897,21.801816857468896,24.2293168574689,21.316316857468895,24.7148168574689,20.658,低,True
2020-12-22,22.53,22.61,21.47,21.55,-4.6460176991150455,6424405.0,205549696.0,2.9187714851131545,3356.782,13882.303,2811.749,4964.773,851.214,643451537242335.0,-0.04646017699115046,-0.018648067032122406,-0.017866974180836714,-0.02452572349219062,-0.01626106633061475,-0.04272575758598118,0.10331867309034615,0.011055917121303604,0.011055917121303604,0.9955000000000002,0.026768153269286457,-0.05623774789566749,-0.004021160051438155,0.15296674842874491,-0.04908948392265127,21.490577663348084,0.0027650413861726175,合理,False,False,False,False,0.04632262638978817,20.743952663348082,22.237202663348086,20.246202663348082,22.734952663348086,19.748452663348086,23.232702663348082,19.559,中,True
