datetime,open,high,low,close,volume,amount
2026-05-06 14:55:00,246.29,246.38,246.11,246.11,447877,110276004.8642
2026-05-06 15:00:00,246.11,246.3,246.1,246.15,604478,148805249.8549
2026-05-07 09:35:00,249.27,252.0,247.55,248.09,2611799,652674881.729
2026-05-07 09:40:00,248.29,248.39,245.9,246.34,1268263,313139974.8503
2026-05-07 09:45:00,246.45,247.0,244.8,244.97,1057140,259521748.5746
2026-05-07 09:50:00,244.97,245.9,244.5,244.51,765827,187652286.8521
2026-05-07 09:55:00,244.5,245.3,244.45,244.91,542953,132925207.457
2026-05-07 10:00:00,244.99,245.99,244.79,245.6,486240,119230022.1871
2026-05-07 10:05:00,245.5,247.02,245.0,246.09,496195,122136476.7744
2026-05-07 10:10:00,246.05,247.0,246.01,246.07,305050,75212352.2792
2026-05-07 10:15:00,246.06,246.67,245.17,245.19,302565,74374922.5986
2026-05-07 10:20:00,245.19,245.46,244.68,245.05,266300,65233736.498
2026-05-07 10:25:00,245.05,245.05,244.0,244.13,528350,129080321.5881
2026-05-07 10:30:00,244.14,244.14,243.55,243.87,355638,86731875.2424
2026-05-07 10:35:00,243.87,244.21,243.38,243.39,307436,74954454.4341
2026-05-07 10:40:00,243.38,244.21,243.18,243.83,292520,71230342.4346
2026-05-07 10:45:00,243.83,243.86,242.98,243.1,416760,101339262.043
2026-05-07 10:50:00,243.12,243.7,243.06,243.69,203160,49448058.168
2026-05-07 10:55:00,243.69,243.77,243.25,243.65,186000,45297688.9937
2026-05-07 11:00:00,243.64,243.69,243.05,243.06,177900,43300799.696
2026-05-07 11:05:00,243.05,243.15,242.8,243.0,329639,80081793.5623
2026-05-07 11:10:00,243.0,243.17,242.65,242.66,180575,43868411.1069
2026-05-07 11:15:00,242.66,242.66,242.27,242.46,290800,70500151.7339
2026-05-07 11:20:00,242.45,243.16,242.4,242.99,250520,60833065.6133
2026-05-07 11:25:00,242.98,243.4,242.6,242.88,254449,61823525.2425
2026-05-07 11:30:00,242.89,243.61,242.71,243.61,149124,36276493.0508
2026-05-07 13:05:00,243.61,244.13,243.0,243.4,338120,82384875.0347
2026-05-07 13:10:00,243.31,243.31,242.75,243.1,190976,46405591.7896
2026-05-07 13:15:00,243.1,244.19,243.02,243.67,159098,38763983.4359
2026-05-07 13:20:00,243.67,243.77,243.0,243.47,200020,48679605.3984
2026-05-07 13:25:00,243.5,244.1,243.34,243.93,176140,42922021.6401
2026-05-07 13:30:00,243.93,244.04,243.55,243.55,141440,34485615.6108
2026-05-07 13:35:00,243.58,244.36,243.51,244.35,192590,46984370.4951
2026-05-07 13:40:00,244.38,244.84,244.08,244.11,238800,58374474.8179
2026-05-07 13:45:00,244.08,244.74,243.89,244.67,110157,26897630.519
2026-05-07 13:50:00,244.68,245.99,244.68,245.62,438648,107741279.5069
2026-05-07 13:55:00,245.91,246.99,245.35,245.69,541620,133394451.0098
2026-05-07 14:00:00,245.7,247.9,245.67,246.71,569608,140781703.9417
2026-05-07 14:05:00,246.71,247.98,246.52,247.66,454115,112363562.9493
2026-05-07 14:10:00,247.5,247.85,247.0,247.12,281100,69562906.1257
2026-05-07 14:15:00,247.05,247.22,246.65,246.93,177700,43882628.2986
2026-05-07 14:20:00,246.93,247.56,246.65,246.8,231090,57104952.0781
2026-05-07 14:25:00,246.8,246.87,246.5,246.55,146530,36149184.7421
2026-05-07 14:30:00,246.56,247.06,246.38,246.67,205803,50779690.4459
2026-05-07 14:35:00,246.66,247.38,246.64,247.21,213299,52706648.4451
2026-05-07 14:40:00,247.2,247.25,246.65,246.78,170245,42040650.0483
2026-05-07 14:45:00,246.75,247.02,246.7,247.02,209645,51749347.4824
2026-05-07 14:50:00,247.0,247.27,246.91,247.26,246196,60813868.4825
2026-05-07 14:55:00,247.26,247.3,247.0,247.1,380903,94135017.0746
2026-05-07 15:00:00,247.1,247.24,247.07,247.24,396135,97913982.5551
2026-05-08 09:35:00,244.0,245.46,241.71,245.2,1400138,340716610.865
2026-05-08 09:40:00,245.2,245.96,244.64,245.9,512859,125709639.3028
2026-05-08 09:45:00,245.92,246.8,245.16,246.2,388605,95562872.457
2026-05-08 09:50:00,246.2,247.8,246.04,246.26,470803,116290354.1703
2026-05-08 09:55:00,246.35,246.4,245.1,245.21,315320,77453215.8257
2026-05-08 10:00:00,245.23,247.39,244.8,246.45,404342,99502923.99
2026-05-08 10:05:00,246.69,246.9,245.5,245.95,260290,64040829.5955
2026-05-08 10:10:00,245.95,246.2,245.21,245.67,280460,68911442.4592
2026-05-08 10:15:00,245.63,245.72,244.68,244.92,326772,80079404.9234
2026-05-08 10:20:00,245.0,245.26,244.67,244.88,222740,54560950.468
2026-05-08 10:25:00,244.88,245.2,244.66,244.88,280840,68751780.2544
2026-05-08 10:30:00,244.8,245.0,244.0,244.51,495084,120994023.5039
2026-05-08 10:35:00,244.51,244.52,244.01,244.07,232560,56786524.6807
2026-05-08 10:40:00,244.04,245.1,243.89,245.0,287474,70286486.7173
2026-05-08 10:45:00,244.97,245.39,244.5,244.5,166795,40863582.8638
2026-05-08 10:50:00,244.56,244.8,244.5,244.69,148060,36220062.4343
2026-05-08 10:55:00,244.7,245.68,244.54,244.7,154470,37828268.2212
2026-05-08 11:00:00,244.85,244.86,243.92,243.99,235144,57411993.7743
2026-05-08 11:05:00,244.0,244.14,242.82,243.08,385255,93710212.8104
2026-05-08 11:10:00,243.08,243.36,242.66,243.29,203859,49529472.605
2026-05-08 11:15:00,243.28,243.72,243.17,243.68,120160,29264110.4082
2026-05-08 11:20:00,243.63,243.69,242.55,242.69,180120,43761340.4033
2026-05-08 11:25:00,242.79,243.19,242.7,242.97,113300,27514799.5569
2026-05-08 11:30:00,242.97,243.0,242.73,242.91,171028,41523350.3037
2026-05-08 13:05:00,242.8,243.83,242.68,243.69,214619,52187194.6733
2026-05-08 13:10:00,243.83,244.45,243.6,244.13,172990,42230881.981
2026-05-08 13:15:00,244.13,245.0,244.0,244.42,220221,53851891.7959
2026-05-08 13:20:00,244.42,245.95,244.36,245.56,245260,60172850.2676
2026-05-08 13:25:00,245.55,246.6,245.44,245.84,366657,90225882.4302
2026-05-08 13:30:00,245.8,246.48,245.68,245.9,252850,62207212.1528
2026-05-08 13:35:00,245.9,246.24,245.64,245.76,169744,41759057.3647
2026-05-08 13:40:00,245.75,245.91,245.14,245.2,115420,28341774.8057
2026-05-08 13:45:00,245.19,245.81,245.18,245.38,86800,21310392.9883
2026-05-08 13:50:00,245.36,245.46,245.0,245.17,112080,27490394.4282
2026-05-08 13:55:00,245.18,245.8,245.17,245.51,133500,32766664.8704
2026-05-08 14:00:00,245.46,245.46,244.46,244.67,152867,37427242.7349
