date,open,high,low,close,pct_change,volume,amount,turnover,sh_close,sz_close,cyb_close,hs300_close,broker_close,market_amount,stock_return,sh_return,sz_return,cyb_return,hs300_return,broker_return,market_amount_change,stock_volume_change,stock_turnover_change,atr20,volatility20,broker_trend20,market_trend20,amount_trend5
2016-07-06,51.74,52.61,51.24,51.81,-0.038587690526714624,7291533.0,604656905.0,2.765924042846103,3017.292,10641.647,2241.561,3216.804,882.289,329939564842378.94,-0.00038587690526714624,0.0036256083704320208,0.0036664940074162544,-0.001987066923594627,0.0029372856313076845,-0.0031331138383525747,-0.058324089447947314,-0.2823546456094014,-0.2823546456094015,,,,,
2016-07-07,51.85,51.85,50.11,50.79,-1.9687319050376462,9948265.0,805182936.0,3.7737119681285667,3016.847,10620.582,2233.922,3209.954,883.561,365598878372489.4,-0.01968731905037646,-0.00014748323993818424,-0.001979486821917731,-0.0034078929817212833,-0.002129442763687206,0.0014417044755177244,0.10807831897076614,0.3643584963546074,0.3643584963546076,,,,,
2016-07-08,50.41,51.36,50.1,50.55,-0.4725339633786185,6693020.0,541797846.0,2.538887904265101,2988.094,10611.803,2239.003,3192.28,885.702,291209253342314.7,-0.004725339633786185,-0.009530811473037915,-0.0008266025345881056,0.002274475115962016,-0.005505997905265958,0.0024231490525272736,-0.20347334040336695,-0.3272173590068218,-0.3272173590068219,,,,,
2016-07-11,50.11,50.42,49.17,49.29,-2.492581602373889,10072873.0,798727352.0,3.8209799792766974,2994.917,10594.819,2218.589,3203.33,882.525,345468975651368.25,-0.02492581602373889,0.002283395368418706,-0.001600482029302741,-0.009117450936867999,0.003461475810392578,-0.0035869852388275003,0.18632554318344963,0.504981757114128,0.504981757114128,,,,,0.02659786746682613
2016-07-12,48.86,50.88,48.64,50.53,2.515723270440251,9553445.0,757872579.0,3.6239434447472005,3049.381,10757.846,2247.355,3273.182,905.695,384319178123239.75,0.02515723270440251,0.018185478929799936,0.015387426628052925,0.012965898595909353,0.021806058070819923,0.026254213761649936,0.11245641493167646,-0.05156701568658717,-0.05156701568658717,,,,,0.11946155406237025
2016-07-13,50.77,51.36,50.36,50.52,-0.019790223629523318,9095092.0,739618665.0,3.450074714699536,3060.689,10853.556,2285.369,3282.868,908.786,387311772131837.0,-0.00019790223629523318,0.0037082935848291587,0.008896762418796555,0.016914995628193985,0.0029591999467184493,0.003412848696304982,0.0077867412789836,-0.047977771369385636,-0.047977771369385525,,,,,0.09169066138413351
2016-07-14,50.11,50.27,49.29,49.6,-1.82106096595408,6538347.0,517338524.0,2.4802152260396673,3054.018,10854.136,2293.079,3276.764,909.277,310210613014754.4,-0.0182106096595408,-0.0021795745990526028,5.3438707092956506e-05,0.0033736346296813213,-0.0018593498124200858,0.0005402812103181276,-0.19906743007759176,-0.281112604468432,-0.2811126044684319,,,,,-0.09744823885279008
2016-07-15,50.23,50.24,48.77,49.19,-0.8266129032258096,7805697.0,615083940.0,2.9609637648861633,3054.296,10823.215,2263.784,3276.278,896.424,296393653340669.3,-0.008266129032258096,9.102762328172531e-05,-0.002848775803067194,-0.012775399364784223,-0.00014831705914752913,-0.014135406482293167,-0.0445405769319307,0.19383339550501066,0.19383339550501066,,,,,-0.1402421173213676
2016-07-18,49.08,49.67,48.82,49.43,0.4879040455377126,3808847.0,299788600.0,1.4448239475597588,3043.564,10761.999,2249.872,3262.022,875.75,289580087818319.5,0.004879040455377126,-0.0035137393363314784,-0.005655990387329446,-0.006145462641312216,-0.004351279103909977,-0.023062747092893465,-0.02298823016469398,-0.5120426785718175,-0.5120426785718175,1.3979999999999997,,,,-0.1318580449245471
2016-07-19,49.05,49.3,48.29,49.2,-0.46530447096904126,5387293.0,420368199.0,2.0435816767964314,3036.598,10778.249,2273.719,3248.234,883.853,263133956337428.38,-0.004653044709690413,-0.0022887640936744003,0.001509942530193431,0.010599269647340037,-0.0042268261832691945,0.009252640593776729,-0.09132579411842445,0.414415701129502,0.4144157011295022,1.3745454545454543,0.014335039936094782,,,-0.149331312993203
2016-07-20,49.72,51.35,49.72,50.28,2.195121951219514,12713511.0,1029208992.0,4.822662908319609,3027.9,10759.86,2268.535,3237.605,878.422,258192515212647.44,0.02195121951219514,-0.002864389688723934,-0.00170612128185188,-0.002279965114422744,-0.003272239623130613,-0.006144686955862455,-0.01877918453992422,1.3599070999108456,1.3599070999108456,1.4391666666666663,0.01585800093402112,,,-0.08927497932579309
2016-07-21,50.26,50.48,49.56,49.82,-0.9148766905330175,6484472.0,518168601.0,2.459778624050986,3039.009,10787.213,2265.128,3252.523,886.005,282684331535181.56,-0.009148766905330175,0.003668879421381055,0.0025421334478328284,-0.0015018503130873606,0.004607727008081541,0.008632525141674563,0.09485873865229077,-0.48995426991017665,-0.48995426991017665,1.3992307692307686,0.015236227833039294,,,0.016861420170973584
2016-07-22,49.68,49.97,49.09,49.29,-1.0638297872340496,5742594.0,453044935.0,2.178359312493515,3012.816,10709.068,2249.999,3225.162,877.739,273678494618940.47,-0.010638297872340496,-0.008618928078199195,-0.007244225176604946,-0.006679092748842597,-0.00841223874512198,-0.009329518456442032,-0.031858281169433234,-0.11440838976558154,-0.11440838976558154,1.3621428571428562,0.014733338441333768,,,0.000821409141517293
2016-07-25,49.39,49.67,48.47,48.74,-1.1158449989855934,4923264.0,384664250.0,1.8675598487833325,3015.828,10718.355,2245.885,3230.885,876.122,250854372723720.8,-0.011158449989855934,0.0009997291570411626,0.000867208985880108,-0.0018284452570865861,0.0017744845065148507,-0.0018422332834704402,-0.08339757176390161,-0.142675940524439,-0.142675940524439,1.3513333333333326,0.014292850344792161,,,-0.05590467853073433
2016-07-26,48.83,49.77,48.73,49.39,1.3336068937217949,4316422.0,340042722.0,1.637364239984906,3050.166,10852.206,2279.55,3269.588,889.099,253368853712370.25,0.013336068937217949,0.011385927844691501,0.012488017051124123,0.014989636602052103,0.011979070749964738,0.014811864101118344,0.010023668159927945,-0.12326009736630006,-0.12326009736630028,1.3318749999999997,0.014505076663130414,,,-0.0393806060463463
2016-07-27,49.09,49.44,44.48,45.22,-8.443004656813125,16096501.0,1196100066.0,6.105944953084124,2991.999,10405.85,2155.386,3218.243,867.592,415835124214143.6,-0.08443004656813125,-0.01907010962682043,-0.04113043928580051,-0.05446864512732785,-0.015703813446831916,-0.024189657169786605,0.5048486146249795,2.7291305159690133,2.7291305159690133,1.5452941176470585,0.024691372617808488,,,0.40825372443586483
2016-07-28,45.2,45.34,42.97,43.93,-2.852720035382572,9900675.0,696688058.0,3.755659478316198,2994.323,10396.305,2139.744,3221.137,850.505,284259330261527.4,-0.02852720035382572,0.0007767382275194468,-0.000917272495759569,-0.00725716878554461,0.0008992484408418822,-0.019694741306973795,-0.28436206674770087,-0.3849175668674826,-0.3849175668674826,1.5911111111111111,0.024410649867315153,,,-0.03836242959336922
2016-07-29,43.94,44.33,41.98,42.62,-2.9820168449806617,8869583.0,607663316.0,3.3645315559456526,2979.339,10329.436,2122.412,3203.93,844.846,218406713909993.06,-0.029820168449806617,-0.005004136160327355,-0.006431996752692459,-0.008100034396638311,-0.005341902564218848,-0.006653693981810815,-0.2316638693651598,-0.10414360637027276,-0.10414360637027253,1.6310526315789475,0.024166430013139166,,,-0.23243491604937316
2016-08-01,42.4,42.57,40.79,42.36,-0.6100422336930977,6852543.0,454294463.0,2.5994003508366164,2953.385,10185.478,2099.179,3176.809,837.564,218431818798486.56,-0.006100422336930977,-0.008711328250997852,-0.013936675729439685,-0.010946508029543667,-0.008464916524393407,-0.00861932233803564,0.00011494558955660317,-0.22741091661242696,-0.22741091661242707,1.641,0.023507475114426926,-0.048591290033213275,-0.017759934102786423,-0.21444461780460133
2016-08-02,41.97,42.81,41.65,42.39,0.07082152974504652,5760715.0,389021115.0,2.185233218101624,2971.279,10250.546,2113.214,3189.053,840.978,165758221549505.3,0.0007082152974504652,0.006058810483563715,0.006388310887324167,0.0066859472203180115,0.0038541819794641885,0.004076106422912229,-0.24114434215087988,-0.15933179842870016,-0.15933179842870016,1.6270000000000002,0.02301233498000667,-0.04231539349169655,-0.013694709503357494,-0.36378544493810383
2016-08-03,42.39,42.54,41.59,41.98,-0.9672092474640293,4947961.0,331960978.0,1.8769282526685194,2978.461,10281.248,2108.315,3193.507,839.405,196279610398597.97,-0.009672092474640293,0.0024171409012752054,0.0029951575262430197,-0.002318269706712117,0.001396652862150738,-0.0018704413195113068,0.1841319758608604,-0.14108561176867807,-0.14108561176867807,1.6060000000000003,0.02290706219095345,-0.04176691010482403,-0.011961229610703672,-0.09392880633742962
2016-08-04,42.17,43.09,41.87,42.86,2.096236303001442,6769257.0,459537350.0,2.5678071659970936,2982.426,10366.499,2129.652,3201.289,842.095,212327168633543.1,0.02096236303001442,0.0013312244142194007,0.008291892190520178,0.010120404209048361,0.0024368194589834413,0.0032046509134446843,0.08175866154592559,0.3680902092801459,0.36809020928014613,1.5800000000000005,0.02380726119734146,-0.036415494704773566,-0.009420777130992208,0.049873549900977254
2016-08-05,42.78,43.03,42.15,42.2,-1.5398973401773097,5380162.0,365067455.0,2.040876648327173,2976.696,10342.279,2109.056,3205.11,842.855,206712734732694.4,-0.015398973401773097,-0.0019212547100917465,-0.0023363721927720515,-0.009671063629175136,0.0011935817103672086,0.0009025109993527902,-0.026442371633272566,-0.20520642073421058,-0.20520642073421058,1.5610000000000006,0.02384548785733193,-0.033175749046329917,-0.008435265706020378,0.03407082944882034
2016-08-08,41.9,42.55,41.05,42.34,0.33175355450236754,6066172.0,405028918.0,2.301103345872512,3004.277,10468.885,2130.594,3234.183,849.573,222677921388172.34,0.0033175355450236754,0.009265642175082744,0.01224159588036633,0.010212151787339918,0.009070827522300373,0.007970528738632243,0.07723368701073463,0.12750731297682116,0.12750731297682116,1.5670000000000008,0.023670137268581453,-0.023624363851692087,8.17583967636093e-05,0.10922374335454554
2016-08-09,42.29,42.64,41.9,42.59,0.5904581955597621,5463568.0,369825165.0,2.072515353208248,3025.681,10564.775,2154.505,3256.981,856.088,246836218974390.06,0.005904581955597621,0.0071245094909691,0.009159523674202141,0.011222691887802227,0.007049075454295561,0.0076685582051219114,0.10848986480390632,-0.09933842957304873,-0.09933842957304895,1.4920000000000009,0.022650387261208608,-0.013324398843818197,0.007383745281302145,0.13766851735871177
2016-08-10,42.91,43.76,42.52,42.54,-0.11739845034046681,6092512.0,418331809.0,2.3110949949932884,3018.746,10511.159,2137.001,3243.341,851.933,247026930659751.12,-0.001173984503404668,-0.0022920459889855804,-0.005074977933746783,-0.008124371955507192,-0.00418792740884899,-0.004853473007447762,0.0007726243990995307,0.11511598281562518,0.1151159828156254,1.5040000000000007,0.02263315102463728,-0.014885704167841074,0.0037784897813837315,0.0876676178586111
2016-08-11,42.19,43.19,42.15,42.38,-0.3761165961447932,5648075.0,384566619.0,2.142505072430997,3002.638,10390.956,2103.396,3233.36,856.187,235829214908089.5,-0.003761165961447932,-0.005335990507316701,-0.011435751281090867,-0.015725308504769053,-0.003077382242570148,0.0049933504160539766,-0.04532993921656703,-0.07294807133740566,-0.07294807133740555,1.4945000000000004,0.022530766766783603,-0.00691844562166688,0.0013620476177793606,0.017309419187136577
2016-08-12,41.9,42.84,41.84,42.57,0.4483246814535047,4268711.0,288919031.0,1.619265850797306,3050.667,10528.104,2123.841,3294.234,877.214,230236423803569.88,0.004483246814535047,0.01599560120134358,0.013198785559288106,0.00971999566415449,0.018826855036247148,0.02455888725243449,-0.02371542943353866,-0.24421842840259733,-0.24421842840259733,1.4710000000000005,0.022690261969851442,0.018605333019814152,0.01993095799390443,-0.026572308830543068
2016-08-15,42.72,46.61,42.1,45.54,6.976744186046502,20797056.0,1488506846.0,7.889023777416465,3125.195,10822.105,2193.212,3393.424,926.133,401773054907571.4,0.06976744186046502,0.02443006726070074,0.027925351041365065,0.03266299125028671,0.030110186465199584,0.055766323838880805,0.5048486146249795,3.25155956364177,3.251559563641771,1.6540000000000004,0.028392770689650394,0.07227260433589788,0.048508419725080465,0.4752607441128851
2016-08-16,44.99,46.04,44.78,45.22,-0.7026789635485309,10216845.0,739239832.0,3.875593407796686,3110.037,10882.951,2201.096,3378.245,915.626,370867467397230.6,-0.007026789635485309,-0.004850257343941844,0.005622381228051143,0.0035947277326586757,-0.004473063195168048,-0.011345022799101323,-0.07692299703236849,-0.5087359960948319,-0.5087359960948319,1.6600000000000001,0.02840191273554268,0.058161337401213986,0.04172601049769664,0.2480958709037564
2016-08-17,45.3,45.59,44.47,44.65,-1.2605042016806678,6246704.0,447919805.0,2.369585213718833,3109.555,10890.688,2208.195,3373.048,910.289,327462341323526.94,-0.012605042016806678,-0.0001549820789913392,0.0007109284972430796,0.0032252114401190024,-0.0015383727349556064,-0.00582879909482692,-0.1170367581128735,-0.38858776853324095,-0.38858776853324084,1.6085000000000005,0.027796184878098627,0.050059961305463085,0.037955904026417686,0.045425000037577545
2016-08-18,44.47,44.63,43.59,43.98,-1.5005599104143341,7341495.0,516386090.0,2.784876312146493,3104.114,10879.196,2201.594,3364.485,902.218,347808418629468.8,-0.015005599104143341,-0.0017497680536281424,-0.0010552134080050735,-0.002989319330946816,-0.0025386534671311134,-0.008866414951735124,0.062132571408693105,0.17525898457810718,0.17525898457810718,1.6155000000000004,0.02786686644339131,0.039777375451198305,0.03354046524795695,0.0362866670591806
2016-08-19,43.91,44.48,43.78,44.22,0.5457025920873271,4074242.0,287502308.0,1.5454972094583395,3108.102,10872.707,2204.556,3365.02,898.417,294347878085066.25,0.005457025920873271,0.0012847466297951637,-0.0005964595177805343,0.0013453888409942216,0.0001590139352678488,-0.004212950750262068,-0.15370686182658433,-0.44503919160879357,-0.44503919160879357,1.6065000000000005,0.027953336340098445,0.03416459953729367,0.03148901128948056,-0.15526953513867392
2016-08-22,44.32,45.03,43.78,43.86,-0.8141112618724522,3772868.0,265865239.0,1.4311759011012761,3084.805,10731.4,2167.401,3336.795,883.39,286854525718241.25,-0.008141112618724522,-0.0074955712521661555,-0.012996487443283522,-0.016853733813067207,-0.00838776589737944,-0.016726085993475248,-0.025457470308854813,-0.07397056924944567,-0.07397056924944578,1.6090000000000004,0.027926690148035137,0.016441887291841484,0.02117949897678373,-0.11864019054540043
2016-08-23,43.72,44.2,43.39,43.66,-0.45599635202918654,4902313.0,342834028.0,1.859612428861943,3089.706,10750.294,2174.159,3341.83,887.198,253093441470152.44,-0.004559963520291865,0.0015887552049482778,0.0017606276907020657,0.003118020154092571,0.0015089329731072798,0.004310666862880508,-0.11769409655837237,0.2993597973743052,0.2993597973743052,1.5975000000000001,0.02759685201870445,0.020935085206039483,0.021591090147558,-0.16170164140526622
