model,r2,mae,rmse,direction_accuracy,oos_samples,signal_win_rate,total_return,max_drawdown,trade_count,win_rate,profit_loss_ratio
A,0.40001138396518254,0.017716711903530653,0.026839783171341672,0.746316758747698,2172,0.37894736842105264,-0.21403504597092815,-0.4092346261254949,75,0.44,1.1642113403898702
B,0.5798482269948485,0.0145421722548346,0.022460043762580637,0.8001841620626151,2172,0.3939393939393939,0.03489607055657418,-0.3461383485986991,59,0.4067796610169492,1.6122745392756632
C,0.5836855609685265,0.014457631569410477,0.022357242360065362,0.8020257826887661,2172,0.38235294117647056,0.08392677390180658,-0.40852073833339264,60,0.4,1.722112556145959
D,0.5962493003269109,0.01415713019897588,0.022017304147829007,0.8084714548802947,2172,0.3709677419354839,-0.04634628119918405,-0.3756654111889083,58,0.43103448275862066,1.3611968166648405
