variable,same_day_correlation
broker_return,0.7357801493066121
sz_return,0.644192879204601
cyb_return,0.632263941501475
sh_return,0.6240292279503808
hs300_return,0.6121156645773197
stock_volume_change,0.33820592750091194
stock_turnover_change,0.33444110894967277
market_amount_change,0.27433698870887374
