model,total_return,annualized_return,max_drawdown,trade_count,win_rate,profit_loss_ratio,profit_factor,avg_holding_days,signal_win_rate
A,-0.21403504597092815,-0.027556321429815567,-0.4092346261254949,75,0.44,1.1642113403898702,0.914737481734898,4.36,0.37894736842105264
B,0.03489607055657418,0.003987604237962961,-0.3461383485986991,59,0.4067796610169492,1.6122745392756632,1.1055596840747404,4.220338983050848,0.3939393939393939
C,0.08392677390180658,0.00939411174322169,-0.40852073833339264,60,0.4,1.722112556145959,1.1480750374306394,4.066666666666666,0.38235294117647056
D,-0.04634628119918405,-0.005490659235907969,-0.3756654111889083,58,0.43103448275862066,1.3611968166648405,1.031209709594576,3.896551724137931,0.3709677419354839
