variable,stock_return,sh_return,sz_return,cyb_return,hs300_return,broker_return,market_amount_change,stock_volume_change,stock_turnover_change
stock_return,1.0,0.6030551311333765,0.6203600579733339,0.6035485693011784,0.5980029442797019,0.7394173746352999,0.2688786361994166,0.3344950603856906,0.33387419817989494
sh_return,0.6030551311333765,1.0,0.9072694273083015,0.7874143469691733,0.9543663464572157,0.7963641500450636,0.22855702834853492,0.16178869654743555,0.16165149351774238
sz_return,0.6203600579733339,0.9072694273083015,1.0,0.9408750706280649,0.9241196910939473,0.730480462867329,0.2155705736092901,0.1777381085059714,0.17688964616819042
cyb_return,0.6035485693011784,0.7874143469691733,0.9408750706280649,1.0,0.8206963100940672,0.6547740210738373,0.197426159490837,0.18595354330253977,0.18477815389324007
hs300_return,0.5980029442797019,0.9543663464572157,0.9241196910939473,0.8206963100940672,1.0,0.7801133003447879,0.2635697109587402,0.20227571433495498,0.20176023428925902
broker_return,0.7394173746352999,0.7963641500450636,0.730480462867329,0.6547740210738373,0.7801133003447879,1.0,0.28692989410790276,0.2741333358970514,0.27326018248217077
market_amount_change,0.2688786361994166,0.22855702834853492,0.2155705736092901,0.197426159490837,0.2635697109587402,0.28692989410790276,1.0,0.4559327436276289,0.45625568149510815
stock_volume_change,0.3344950603856906,0.16178869654743555,0.1777381085059714,0.18595354330253977,0.20227571433495498,0.2741333358970514,0.4559327436276289,1.0,0.9995578224264047
stock_turnover_change,0.33387419817989494,0.16165149351774238,0.17688964616819042,0.18477815389324007,0.20176023428925902,0.27326018248217077,0.45625568149510815,0.9995578224264047,1.0
