model,r2,mae,rmse,direction_accuracy,oos_samples,signal_win_rate,total_return,max_drawdown,trade_count,win_rate,profit_loss_ratio
A,0.5626337215776152,0.013123353665857996,0.019024443600876576,0.7929130234698574,2173,0.42424242424242425,0.2865225610390336,-0.25451128166660797,31,0.5161290322580645,1.5046875764424004
B,0.7610968401874545,0.009669197681116529,0.01406048376724803,0.8439944776806259,2173,0.3333333333333333,0.5225854548545088,-0.05807378554935916,11,0.6363636363636364,9.07727890394874
C,0.760765207309342,0.0096804160735572,0.014070239397144734,0.8426138978370916,2173,0.38461538461538464,0.5782898007638209,-0.05807378554935916,11,0.6363636363636364,9.833460690391862
D,0.7591720549218628,0.009549526701669002,0.014117011105867121,0.8453750575241602,2173,0.3333333333333333,0.3446348243911326,-0.05807378554935916,11,0.5454545454545454,6.271179239322221
