date,equity,position,return,drawdown,stock_buy_hold,hs300_buy_hold
2017-07-19,1.0,0,0.0,0.0,1.0,1.0
2017-07-20,1.0,0,0.0,0.0,1.0112994350282487,1.0048627963237184
2017-07-21,1.0,0,0.0,0.0,1.0,0.999691936209078
2017-07-24,1.0,0,0.0,0.0,0.9971751412429378,1.0036790699208284
2017-07-25,1.0,0,0.0,0.0,0.9971751412429378,0.9972684474308848
2017-07-26,1.0,0,0.0,0.0,0.9887005649717514,0.9934689940095133
2017-07-27,1.0,0,0.0,0.0,1.0677966101694916,0.9952940507760983
2017-07-28,1.0,0,0.0,0.0,1.0480225988700564,0.9978936909125472
2017-07-31,1.0,0,0.0,0.0,1.0649717514124293,1.0021787000565991
2017-08-01,1.0,0,0.0,0.0,1.0988700564971752,1.0108951089711984
2017-08-02,1.0,0,0.0,0.0,1.1101694915254237,1.0083399758750393
2017-08-03,1.0,0,0.0,0.0,1.189265536723164,0.9994849516602601
2017-08-04,1.0,0,0.0,0.0,1.2090395480225988,0.9940567014330999
2017-08-07,1.0,0,0.0,0.0,1.1977401129943503,0.999208525404002
2017-08-08,1.0,0,0.0,0.0,1.2288135593220337,1.0006611708515352
2017-08-09,1.0,0,0.0,0.0,1.1949152542372883,1.000347744766602
2017-08-10,1.0,0,0.0,0.0,1.1949152542372883,0.9962930461503153
2017-08-11,1.0,0,0.0,0.0,1.1864406779661016,0.9779081530194944
2017-08-14,1.0,0,0.0,0.0,1.2429378531073447,0.9905988261402181
2017-08-15,1.0,0,0.0,0.0,1.2288135593220337,0.9936483627441753
2017-08-16,1.0,0,0.0,0.0,1.305084745762712,0.9924053829924657
2017-08-17,1.0,0,0.0,0.0,1.2994350282485874,0.9977290684864148
2017-08-18,1.0,0,0.0,0.0,1.265536723163842,0.9986401222388543
2017-08-21,1.0,0,0.0,0.0,1.274011299435028,1.0030154860369886
2017-08-22,1.0,0,0.0,0.0,1.251412429378531,1.006046254611908
2017-08-23,1.0,0,0.0,0.0,1.2175141242937852,1.0070624093269598
2017-08-24,1.0,0,0.0,0.0,1.2203389830508475,1.0013134939179522
2017-08-25,1.0,0,0.0,0.0,1.2881355932203389,1.0176974470386329
2017-08-28,1.0,0,0.0,0.0,1.3700564971751412,1.0302875771466538
2017-08-29,1.0,0,0.0,0.0,1.3615819209039548,1.0280960075844288
2017-08-30,1.0,0,0.0,0.0,1.3587570621468925,1.0280324644004004
2017-08-31,1.0,0,0.0,0.0,1.3728813559322035,1.0247593201361915
2017-09-01,1.0,0,0.0,0.0,1.4124293785310735,1.0270235487822632
2017-09-04,1.0,0,0.0,0.0,1.3926553672316384,1.0310661822370257
2017-09-05,1.0,0,0.0,0.0,1.3559322033898304,1.0341307332642133
2017-09-06,1.0,0,0.0,0.0,1.387005649717514,1.0320941339989012
2017-09-07,1.0,0,0.0,0.0,1.3587570621468925,1.0268447162770022
2017-09-08,1.0,0,0.0,0.0,1.3418079096045197,1.0258041631242012
2017-09-11,1.0,0,0.0,0.0,1.3587570621468925,1.0257116635525145
2017-09-12,1.0,0,0.0,0.0,1.3333333333333333,1.0290065251074672
2017-09-13,1.0,0,0.0,0.0,1.3531073446327684,1.0302591569883963
2017-09-14,1.0,0,0.0,0.0,1.347457627118644,1.0268672379118478
2017-09-15,1.0,0,0.0,0.0,1.3531073446327684,1.027227047839974
2017-09-18,1.0,0,0.0,0.0,1.3926553672316384,1.030403134582587
