date,open,high,low,close,volume,amount
2016-01-04,12650.719,12659.408,11625.409,11626.038,20485527552,238165521769599.0
2016-01-05,11116.9,11687.48,11063.642,11468.06,29429084160,337494502891929.56
2016-01-06,11520.772,11730.48,11413.984,11724.88,25349724160,297222473809100.75
2016-01-07,11504.9,11504.9,10745.47,10760.273,7166195200,77110216723289.6
2016-01-08,11008.894,11121.777,10376.29,10888.908,28514936832,310496523789459.44
2016-01-11,10656.87,10809.568,10212.459,10212.459,26129924096,266850778503512.1
2016-01-12,10243.569,10414.936,10065.09,10293.704,21763733504,224029430625058.8
2016-01-13,10347.084,10435.239,9978.821,9978.821,20894052352,208498008385237.0
2016-01-14,9678.216,10357.952,9668.896,10344.942,22851268608,236395048376180.72
2016-01-15,10268.947,10363.822,9940.889,9997.925,22116016128,221114270546534.38
2016-01-18,9807.248,10273.586,9807.248,10155.962,19337160704,196387469297717.25
2016-01-19,10137.38,10519.667,10105.546,10501.786,23143458816,243047651785445.38
2016-01-20,10434.355,10554.035,10297.817,10366.849,22966163456,238086748657670.16
2016-01-21,10207.421,10475.512,9975.974,9975.974,21004996608,209545300031496.2
2016-01-22,10095.425,10171.919,9837.744,10111.567,17811779584,180105002652848.12
2016-01-25,10194.752,10291.495,10103.65,10192.531,16514122752,168320708087565.3
2016-01-26,10079.222,10104.468,9463.307,9483.547,21398837248,202936878786758.66
2016-01-27,9525.611,9556.834,8986.518,9422.43,22135271424,208568045523640.3
2016-01-28,9309.871,9430.556,9045.495,9082.588,16885275648,153362001977217.03
2016-01-29,9077.106,9491.058,9056.043,9418.204,18089527296,170370858337296.38
2016-02-01,9389.624,9457.433,9196.152,9322.006,15365348352,143235869529434.1
2016-02-02,9332.694,9646.952,9332.694,9610.93,16759823360,161077489125324.8
2016-02-03,9509.501,9679.543,9453.158,9638.874,15872987136,152997723007524.88
2016-02-04,9667.907,9844.02,9667.907,9793.142,17970829312,175990883310178.3
2016-02-05,9802.249,9830.075,9670.022,9673.478,14732867584,142518070450737.12
2016-02-15,9385.524,9725.181,9385.524,9668.845,13736153088,132812735104143.34
2016-02-16,9727.764,10071.021,9727.764,10045.367,20040124416,201310404484380.7
2016-02-17,10043.689,10178.55,9982.167,10161.769,23076491264,234497973555286.03
2016-02-18,10231.263,10273.633,10099.102,10116.396,23723577344,239997102948532.25
2016-02-19,10091.675,10225.992,10066.043,10162.315,19041093632,193501591432878.1
2016-02-22,10290.05,10371.144,10239.581,10370.985,23595081728,244704238674862.1
2016-02-23,10374.357,10397.523,10171.675,10299.674,22797381632,234805598863188.0
2016-02-24,10256.392,10355.323,10100.504,10307.626,22230816768,229146944919072.78
2016-02-25,10290.956,10290.956,9510.099,9551.076,27040667648,258267471796789.22
2016-02-26,9625.367,9676.24,9392.669,9573.704,20850040832,199612119313481.72
2016-02-29,9528.724,9528.724,9000.888,9097.795,20726773760,188567938679859.2
2016-03-01,9116.557,9384.311,9011.509,9322.0,21010900992,195863619047424.0
2016-03-02,9308.49,9781.914,9308.49,9766.366,26977349632,263470670216077.3
2016-03-03,9770.739,9946.935,9748.997,9762.014,28866693120,281797062371143.7
2016-03-04,9721.225,9797.56,9447.108,9536.707,26049656832,248427944657332.22
2016-03-07,9642.25,9805.369,9614.691,9703.83,19868598272,192801499969781.75
2016-03-08,9690.569,9732.727,9348.76,9732.727,23099406336,224820215730358.28
2016-03-09,9525.255,9672.487,9466.487,9523.144,18032084992,171722141999054.84
2016-03-10,9526.187,9600.231,9382.158,9390.347,15102490624,141817627523606.53
2016-03-11,9286.525,9430.953,9254.236,9363.405,12701335552,118927748814274.56
2016-03-14,9466.419,9763.365,9466.419,9665.13,20657698816,199659344557486.06
2016-03-15,9636.632,9677.482,9536.27,9574.187,17154845696,164243700649649.16
2016-03-16,9629.817,9661.929,9418.549,9469.028,15856956416,150149964297883.66
2016-03-17,9515.626,9820.99,9511.714,9791.85,23292391424,228075602965094.4
2016-03-18,9841.04,10170.688,9833.109,10126.589,31803848704,322064504443590.6
2016-03-21,10255.903,10394.142,10234.648,10394.142,33811466240,351441181326766.06
2016-03-22,10308.911,10435.132,10254.688,10344.082,27915646976,288761741402796.06
2016-03-23,10317.934,10442.382,10277.247,10442.382,24786673664,258831914908827.62
2016-03-24,10346.556,10473.216,10263.562,10283.679,27035588608,278025314820728.84
2016-03-25,10256.41,10371.523,10223.16,10339.684,20970113024,216824342112444.4
2016-03-28,10399.165,10494.203,10248.266,10276.84,23985137664,246491422150901.75
2016-03-29,10259.713,10278.998,10024.059,10094.712,20705007616,209011088841326.6
2016-03-30,10187.64,10445.691,10187.64,10445.691,23062550528,240904276487374.88
2016-03-31,10494.523,10552.578,10426.448,10455.369,25073924096,262157128701671.44
2016-04-01,10410.679,10442.299,10224.372,10379.647,21570842624,223897731929673.75
2016-04-05,10393.65,10656.152,10373.539,10640.268,26293583872,279770779078557.7
2016-04-06,10604.231,10696.034,10570.143,10683.857,26105440256,278906790617147.4
2016-04-07,10719.268,10743.23,10504.882,10504.882,26608648192,279520709436473.34
2016-04-08,10425.014,10457.009,10288.796,10413.54,22215569408,231342720652984.34
2016-04-11,10513.868,10667.036,10513.868,10609.595,24567623680,260652537357209.6
2016-04-12,10600.795,10624.591,10430.311,10533.405,21714298880,228725504394086.4
2016-04-13,10599.215,10810.408,10599.215,10684.921,31065098240,331928120551639.06
2016-04-14,10741.647,10771.959,10651.92,10771.614,24066385920,259233819505274.88
2016-04-15,10774.488,10784.597,10680.743,10733.635,21846876160,234496394591641.6
2016-04-18,10665.44,10665.44,10508.979,10568.93,20878340096,220661714990817.28
2016-04-19,10618.835,10649.246,10531.542,10602.464,18869719040,200065516811714.56
2016-04-20,10632.07,10647.094,10011.567,10164.744,30452791296,309544827609268.25
2016-04-21,10120.114,10242.362,10049.349,10058.801,21375285248,215009740627867.62
2016-04-22,9995.124,10151.764,9976.045,10151.764,17067252736,173262721904226.28
2016-04-25,10122.126,10137.745,9986.393,10106.787,15408529408,155730724709892.1
2016-04-26,10095.959,10209.901,10076.744,10209.901,15135098880,154527861190010.88
2016-04-27,10221.826,10279.087,10159.497,10174.159,16944296960,172393971414256.62
2016-04-28,10178.237,10198.953,9990.671,10149.909,16980742144,172352987514064.88
2016-04-29,10111.614,10196.923,10100.183,10141.541,14035894272,142345597231153.16
2016-05-03,10144.153,10441.92,10105.799,10441.92,20363872256,212637924987371.53
2016-05-04,10401.675,10498.315,10389.771,10422.802,20562688000,214320825611776.0
2016-05-05,10403.55,10480.221,10372.216,10474.013,18087114752,189444675044939.78
2016-05-06,10473.303,10501.435,10100.535,10100.535,25924972544,261856092554711.03
2016-05-09,10018.507,10018.507,9747.872,9790.478,20194742322,197716180419209.9
2016-05-10,9770.303,9836.977,9738.519,9793.214,13689120410,134060485646897.73
2016-05-11,9848.324,9904.531,9743.076,9781.15,15409561547,150723232925439.03
2016-05-12,9664.281,9801.201,9544.123,9796.582,15600950239,152835988294283.1
2016-05-13,9769.129,9880.694,9710.168,9759.268,14245592986,139026559769294.25
2016-05-16,9729.793,9910.082,9690.33,9910.082,14906378379,147723432058917.1
2016-05-17,9918.436,10007.382,9839.858,9908.791,17757207796,175952460794134.62
2016-05-18,9835.581,9835.581,9591.177,9694.776,17767144246,172248483624658.9
2016-05-19,9684.117,9847.215,9684.117,9733.736,15651912721,152351586321255.66
2016-05-20,9657.745,9816.752,9628.984,9816.752,14998232160,147233925553144.3
2016-05-23,9839.783,9937.829,9839.764,9918.164,16899598874,167612993166547.34
2016-05-24,9903.17,9903.17,9765.654,9821.698,15574307585,152966145658979.34
2016-05-25,9883.939,9930.808,9756.524,9784.598,15180699112,148537038169876.97
2016-05-26,9766.082,9826.145,9605.447,9826.145,16607029595,163183080819761.28
2016-05-27,9798.344,9878.741,9775.22,9813.631,15971998267,156743297324977.47
2016-05-30,9756.875,9847.699,9681.241,9768.841,13861555159,135411328361000.72
2016-05-31,9786.003,10159.934,9786.003,10159.934,25583704157,259928745710645.62
2016-06-01,10184.227,10284.361,10177.215,10209.143,26537846798,270928672872874.12
2016-06-02,10192.513,10274.025,10181.18,10274.025,23172561122,238075472281456.03
2016-06-03,10275.941,10412.949,10258.023,10344.908,25144467562,260117203637874.28
2016-06-06,10383.453,10403.805,10296.179,10363.086,20836386623,215929266503398.56
2016-06-07,10365.814,10371.872,10297.415,10347.842,19952084461,206461017573083.2
2016-06-08,10330.182,10372.979,10232.131,10316.823,20813352269,214727671395921.4
2016-06-13,10190.781,10256.622,9862.585,9862.585,23324978638,230044584440459.22
2016-06-14,9830.551,9927.596,9795.937,9895.15,16916028644,167386640836676.6
2016-06-15,9790.877,10215.61,9779.108,10173.847,22961752220,233609353938190.34
2016-06-16,10154.183,10199.522,10090.234,10115.122,23466182615,237363300025004.03
2016-06-17,10135.378,10261.966,10113.954,10182.526,22652028547,230654869632569.72
2016-06-20,10183.771,10241.907,10101.632,10221.853,19957849585,204006204653981.0
2016-06-21,10285.042,10357.184,10093.152,10131.856,23489849040,237995767935018.25
2016-06-22,10108.958,10297.978,10104.883,10297.978,19712676536,203000709288844.2
2016-06-23,10288.467,10312.614,10183.011,10255.269,21722797479,222773131579666.84
2016-06-24,10235.045,10315.35,9901.9,10147.705,27094643996,274948454351429.2
2016-06-27,10090.054,10377.573,10090.054,10377.573,23495879253,243830202147192.97
2016-06-28,10330.122,10475.763,10309.23,10463.449,26830877231,280743515531829.72
2016-06-29,10499.907,10527.688,10434.235,10460.968,24955990132,261063814179167.78
2016-06-30,10474.936,10509.986,10435.529,10489.993,22314700296,234081049902137.94
2016-07-01,10506.225,10555.953,10436.597,10458.433,20480060304,214189338525343.66
2016-07-04,10369.69,10631.571,10362.854,10609.859,25410783777,269604832953457.44
2016-07-05,10598.419,10626.02,10546.703,10602.772,26376421355,279663181802996.1
2016-07-06,10567.668,10641.647,10538.096,10641.647,24983074241,265861057047514.94
2016-07-07,10612.231,10662.705,10526.813,10620.582,28098198994,298419226468094.5
2016-07-08,10613.714,10672.921,10560.308,10611.803,22683646822,240714391396640.06
2016-07-11,10633.625,10734.339,10587.959,10594.819,26265813467,278281539570627.47
2016-07-12,10583.169,10757.846,10487.55,10757.846,28369240492,305191920349900.25
2016-07-13,10794.501,10890.023,10772.83,10853.556,28532079578,309674523496279.4
2016-07-14,10834.902,10866.439,10786.495,10854.136,23509821097,255178795522507.2
2016-07-15,10854.5,10869.067,10774.544,10823.215,22506726379,243595138546088.5
2016-07-18,10793.176,10835.304,10708.739,10761.999,21887929296,235557873195622.7
2016-07-19,10753.873,10783.219,10661.387,10778.249,20036364408,215956924644161.6
2016-07-20,10775.561,10818.945,10740.595,10759.86,20105649447,216333973258797.44
2016-07-21,10758.336,10872.344,10746.878,10787.213,21591793951,232915280401548.56
2016-07-22,10782.242,10801.47,10700.112,10709.068,20997887778,224867808070970.88
2016-07-25,10684.55,10778.727,10668.642,10718.355,19346639288,207364147945731.22
2016-07-26,10714.752,10852.206,10713.695,10852.206,18943100440,205574428253570.66
