date,open,high,low,close,pct_change,volume,amount,turnover,sh_close,sz_close,cyb_close,hs300_close,broker_close,market_amount,stock_return,sh_return,sz_return,cyb_return,hs300_return,broker_return,market_amount_change,stock_volume_change,stock_turnover_change,atr20,volatility20,broker_trend20,market_trend20,amount_trend5
2016-07-06,6.15,6.15,6.05,6.1,-0.8130081300813163,81466120.0,1825316445.0,3.499695741584648,3017.292,10641.647,2241.561,3216.804,882.289,329939564842378.94,-0.008130081300813163,0.0036256083704320208,0.0036664940074162544,-0.001987066923594627,0.0029372856313076845,-0.0031331138383525747,-0.058324089447947314,-0.1479694204033548,-0.1479694204033548,,,,,
2016-07-07,6.07,6.11,5.95,6.03,-1.147540983606543,84016836.0,1864139948.0,3.609271721429912,3016.847,10620.582,2233.922,3209.954,883.561,365598878372489.4,-0.011475409836065431,-0.00014748323993818424,-0.001979486821917731,-0.0034078929817212833,-0.002129442763687206,0.0014417044755177244,0.10807831897076614,0.03131014463435844,0.03131014463435844,,,,,
2016-07-08,6.04,6.11,6.0,6.03,0.0,74103229.0,1651489844.0,3.18339396756556,2988.094,10611.803,2239.003,3192.28,885.702,291209253342314.7,0.0,-0.009530811473037915,-0.0008266025345881056,0.002274475115962016,-0.005505997905265958,0.0024231490525272736,-0.20347334040336695,-0.11799548128663162,-0.11799548128663173,,,,,
2016-07-11,6.06,6.12,5.98,5.98,-0.8291873963515717,74309572.0,1652748076.0,3.192258237993632,2994.917,10594.819,2218.589,3203.33,882.525,345468975651368.25,-0.008291873963515717,0.002283395368418706,-0.001600482029302741,-0.009117450936867999,0.003461475810392578,-0.0035869852388275003,0.18632554318344963,0.0027845345308772362,0.0027845345308772362,,,,,0.02659786746682613
2016-07-12,5.98,6.2,5.96,6.15,2.842809364548504,133277875.0,2973967227.0,5.725472277125154,3049.381,10757.846,2247.355,3273.182,905.695,384319178123239.75,0.028428093645485042,0.018185478929799936,0.015387426628052925,0.012965898595909353,0.021806058070819923,0.026254213761649936,0.11245641493167646,0.7935492213573778,0.7935492213573778,,,,,0.11946155406237025
2016-07-13,6.16,6.31,6.13,6.16,0.1626016260162677,154774724.0,3540614192.0,6.6489534850529175,3060.689,10853.556,2285.369,3282.868,908.786,387311772131837.0,0.001626016260162677,0.0037082935848291587,0.008896762418796555,0.016914995628193985,0.0029591999467184493,0.003412848696304982,0.0077867412789836,0.16129345549664564,0.16129345549664542,,,,,0.09169066138413351
2016-07-14,6.16,6.17,6.07,6.11,-0.8116883116883078,66849271.0,1502568358.0,2.8717718365222025,3054.018,10854.136,2293.079,3276.764,909.277,310210613014754.4,-0.008116883116883078,-0.0021795745990526028,5.3438707092956506e-05,0.0033736346296813213,-0.0018593498124200858,0.0005402812103181276,-0.19906743007759176,-0.5680866405550818,-0.5680866405550817,,,,,-0.09744823885279008
2016-07-15,6.01,6.04,5.67,5.73,-6.219312602291327,206494384.0,4438373637.0,8.870773719749327,3054.296,10823.215,2263.784,3276.278,896.424,296393653340669.3,-0.06219312602291327,9.102762328172531e-05,-0.002848775803067194,-0.012775399364784223,-0.00014831705914752913,-0.014135406482293167,-0.0445405769319307,2.088954911714744,2.0889549117147435,,,,,-0.1402421173213676
2016-07-18,5.67,5.7,5.59,5.65,-1.3961605584642212,91207770.0,1892747686.0,3.91818641011051,3043.564,10761.999,2249.872,3262.022,875.75,289580087818319.5,-0.013961605584642212,-0.0035137393363314784,-0.005655990387329446,-0.006145462641312216,-0.004351279103909977,-0.023062747092893465,-0.02298823016469398,-0.558303871353712,-0.5583038713537118,0.17300000000000013,,,,-0.1318580449245471
2016-07-19,5.66,5.72,5.63,5.7,0.8849557522123908,62670985.0,1310012097.0,2.692277223039656,3036.598,10778.249,2273.719,3248.234,883.853,263133956337428.4,0.008849557522123908,-0.0022887640936744003,0.001509942530193431,0.010599269647340037,-0.0042268261832691945,0.009252640593776729,-0.09132579411842434,-0.31287668802778534,-0.31287668802778534,0.16545454545454555,0.02296777471612205,,,-0.1493313129932029
