date,equity,position,return,drawdown,stock_buy_hold,hs300_buy_hold
2020-12-02,1.0,0,0.0,0.0,1.0,1.0
2020-12-03,1.0,0,0.0,0.0,0.9938325991189427,0.998009727371133
2020-12-04,1.0,0,0.0,0.0,0.9850220264317181,0.9997574571084901
2020-12-07,1.0,0,0.0,0.0,0.994273127753304,0.9911370209457198
2020-12-08,1.0,0,0.0,0.0,0.9986784140969164,0.9886985669445022
2020-12-09,1.0,0,0.0,0.0,0.9700440528634361,0.9754406080741718
2020-12-10,1.0,0,0.0,0.0,0.988546255506608,0.9750115696314196
2020-12-11,1.0,0,0.0,0.0,0.9797356828193832,0.9649672547361482
2020-12-14,1.0,0,0.0,0.0,0.9757709251101321,0.9738886493281719
2020-12-15,1.0,0,0.0,0.0,0.9458149779735683,0.9759144449191803
2020-12-16,1.0,0,0.0,0.0,0.9488986784140969,0.9776446105252563
2020-12-17,1.0,0,0.0,0.0,1.0070484581497798,0.9901982279962385
2020-12-18,1.0,0,0.0,0.0,0.9863436123348018,0.9867426331790385
2020-12-21,1.0,0,0.0,0.0,0.9955947136563877,0.99599281252066
2020-12-22,1.0,0,0.0,0.0,0.9493392070484582,0.979796907331446
2020-12-23,1.0,0,0.0,0.0,0.9682819383259912,0.988154868273949
2020-12-24,1.0,0,0.0,0.0,0.9400881057268723,0.9867519086191534
2020-12-25,1.0,0,0.0,0.0,0.9488986784140969,0.995040402435691
2020-12-28,1.0,0,0.0,0.0,0.9171806167400881,0.9994612350741886
2020-12-29,1.0,0,0.0,0.0,0.9066079295154185,0.9952223589417708
2020-12-30,1.0,0,0.0,0.0,0.9449339207048458,1.009189790305981
2020-12-31,1.0,0,0.0,0.0,0.988546255506608,1.0284467880828354
2021-01-04,1.0,0,0.0,0.0,0.994273127753304,1.0395830393643757
2021-01-05,1.0,0,0.0,0.0,0.9973568281938326,1.0594733326162957
2021-01-06,1.0,0,0.0,0.0,0.9709251101321585,1.0691756403260613
2021-01-07,1.0,0,0.0,0.0,0.9158590308370044,1.088119049287123
2021-01-08,1.002931118710308,1,0.002931118710308045,0.0,0.9044052863436124,1.0845221520205164
2021-01-11,0.9042501221299465,1,-0.09839259620068197,-0.09839259620068197,0.8154185022026432,1.0738113868855144
2021-01-12,0.8910600879335613,0,-0.014586709886548088,-0.11154408183146647,0.8709251101321586,1.1044390874940424
2021-01-13,0.8910600879335613,0,0.0,-0.11154408183146647,0.8224669603524231,1.1008114036602463
2021-01-14,1.0184907486075092,1,0.14301017675415095,0.0,0.9400881057268723,1.0795933410233967
2021-01-15,1.0280361164482543,0,0.009372071227741197,0.0,0.9361233480176212,1.0771511373761753
2021-01-18,1.0280361164482543,0,0.0,0.0,0.9524229074889868,1.0890789586640997
2021-01-19,1.0280361164482543,0,0.0,0.0,0.9744493392070486,1.0730940204000476
2021-01-20,1.0280361164482543,0,0.0,0.0,1.1066079295154185,1.0807730980660706
2021-01-21,1.0280361164482543,0,0.0,0.0,1.0607929515418502,1.0982454616948991
2021-01-22,1.0102814910167555,1,-0.017270429654591357,-0.017270429654591357,1.0277533039647577,1.0991941221338641
2021-01-25,0.9964242223872929,1,-0.013716245177882502,-0.030749789385004167,1.0136563876651983,1.1102747207747161
2021-01-26,0.9765043987324404,1,-0.019991308126901308,-0.05012636899747258,0.9933920704845816,1.0879830752820374
